id,artifactName,artifactName_chinese,country,relicTime,relicTime_chinese,material,material_chinese,library,library_chinese,size,size_chinese,description,description_chinese,moreUrl,imageUrl
1370,"Titel A: Szene aus dem Stück ""Tjiu djiou diau djiut"" (Onkel Tjiu djia holt Wein)",标题A：话剧《Tjiu djiou diau djiut》场景（Tjiu djia叔叔拿酒）,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242028/titel-a-szene-aus-dem-stuck-tjiu-djiou-diau-djiut-onkel-tjiu-djia-holt-wein,https://recherche.smb.museum/images/54/5401883_1200x1200.jpg
1371,"Titel A: Szene aus dem Stück ""Tjing-tschun-djia weng"" (Tjing Tschun heiratet einen Greis)Titel B:  Szene aus dem Stück ""Dschü hua-kai"" (Allein aufblühen)",标题 A：话剧《井村佳翁》场景 标题 B：话剧《独花开》场景,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242034/titel-a-szene-aus-dem-stuck-tjing-tschun-djia-weng-tjing-tschun-heiratet-einen,https://recherche.smb.museum/images/54/5401896_1200x1200.jpg
1372,"Titel A: ""Sang Yuan Chi Tzu""Titel B: ""Sang Yuan Chi Tzu""",标题 A：“桑园池子” 标题 B：“桑园池子”,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242435/titel-a-sang-yuan-chi-tzu%0D%0Atitel-b-sang-yuan-chi-tzu,https://recherche.smb.museum/images/54/5404618_1200x1200.jpg
1373,"Titel A: ""Südliche Himelspforte""Titel B: ""Tugend des Gehorsams und Pflichtgefühls""",A 题：《南天之门》 B 题：《服从的美德和责任感》,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242438/titel-a-sudliche-himelspforte%0D%0Atitel-b-tugend-des-gehorsams-und-pflichtgefuhls,https://recherche.smb.museum/images/54/5404625_1200x1200.jpg
1374,Schellackplatte,虫胶唱片,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242469/schellackplatte,https://recherche.smb.museum/images/54/5405342_1200x1200.jpg
1375,Schellackplatte,虫胶唱片,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242471/schellackplatte,https://recherche.smb.museum/images/54/5405346_1200x1200.jpg
1376,Schellackplatte,虫胶唱片,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242470/schellackplatte,https://recherche.smb.museum/images/54/5405345_1200x1200.jpg
1377,"Titel A: ""Pferdewagen""Titel B: Volkslied",标题A：《马车》标题B：民歌,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242472/titel-a-pferdewagen%0D%0Atitel-b-volkslied,https://recherche.smb.museum/images/54/5405348_1200x1200.jpg
1378,"Titel A: Lied der Tibetaner auf Volksarmee (?), SoloTitel B: Tibetisches Volkslied, Duett",标题 A：《人民军队藏人之歌》（？），独唱标题 B：西藏民歌，二重唱,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242474/titel-a-lied-der-tibetaner-auf-volksarmee--solo%0D%0Atitel-b-tibetisches-volkslied,https://recherche.smb.museum/images/54/5405352_1200x1200.jpg
1379,"Titel A: Szene aus dem Stück ""Yü ko-dsche ku mou"" (Yü ko-dsche weint am Grabe)",标题 A：戏剧“Yü ko-dsche ku mou”场景（Yü ko-dsche 在坟墓上哭泣）,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242031/titel-a-szene-aus-dem-stuck-yu-ko-dsche-ku-mou-yu-ko-dsche-weint-am-grabe,https://recherche.smb.museum/images/54/5401891_1200x1200.jpg
1380,"Titel B: ""Rote Fahne""",标题 B：“红旗”,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242475/titel-b-rote-fahne,https://recherche.smb.museum/images/54/5405354_1200x1200.jpg
1381,Schellackplatte,虫胶唱片,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242478/schellackplatte,https://recherche.smb.museum/images/54/5406169_1200x1200.jpg
1382,Schellackplatte,虫胶唱片,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242479/schellackplatte,https://recherche.smb.museum/images/54/5406171_1200x1200.jpg
1383,Schellackplatte,虫胶唱片,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242473/schellackplatte,https://recherche.smb.museum/images/54/5405350_1200x1200.jpg
1384,"Titel A: ""Der Flug der Mondgöttin auf den Mond""Titel B: ""Hellebandenschießen vor dem befestigungstor""",标题 A：“月亮女神飞向月球” 标题 B：“Hellebanden 在防御工事门前开火”,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242437/titel-a-der-flug-der-mondgottin-auf-den-mond%0D%0Atitel-b-hellebandenschiessen-vor,https://recherche.smb.museum/images/54/5404624_1200x1200.jpg
1385,"Titel A: Szene aus dem Theaterstück"" Hu-örl-djiou-dsu"" (Das Füchslein rettet den Ahnherrn)",标题A：戏剧《Hu-örl-djiou-dsu》场景（小泼妇救祖先）,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242037/titel-a-szene-aus-dem-theaterstuck-hu-orl-djiou-dsu-das-fuchslein-rettet-den,https://recherche.smb.museum/images/54/5401902_1200x1200.jpg
1386,"Titel A: Szene aus dem Theaterstück ""Hu-tschung-schui-hsiang-dung-liu"" (Gefrorene Frühlingswasser fließen nach Osten), 5. u. 6. Folge",标题A：话剧《冰泉水东流》第五、六集场景,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242038/titel-a-szene-aus-dem-theaterstuck-hu-tschung-schui-hsiang-dung-liu-gefrorene,https://recherche.smb.museum/images/54/5401904_1200x1200.jpg
1387,"Titel A: Szene aus dem Theaterstück ""Hai.wai-hsün-fu"" (Mann oder Frau (Ehepartner) im Ausland suchen)",标题A：话剧《海外寻夫》场景,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242040/titel-a-szene-aus-dem-theaterstuck-hai-wai-hsun-fu-mann-oder-frau-ehepartner-im,https://recherche.smb.museum/images/54/5401908_1200x1200.jpg
1388,"Titel A: Arie aus dem Musikdrama ""Die Laterne des Ruhmes""Titel B: Lied zur Arbeit",标题A：音乐剧《名灯灯》中的咏叹调标题B：工作歌曲,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242105/titel-a-arie-aus-dem-musikdrama-die-laterne-des-ruhmes%0D%0Atitel-b-lied-zur-arbeit,https://recherche.smb.museum/images/54/5402370_1200x1200.jpg
1389,"Titel A: ""Gelbfluß-Kantate""Titel B: ""Gelbfluß-Kantate""",A 题：《黄河大合唱》 B 题：《黄河大合唱》,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242477/titel-a-gelbfluss-kantate%0D%0Atitel-b-gelbfluss-kantate,https://recherche.smb.museum/images/12/1215729_1200x1200.jpg
1390,Schellackplatte,虫胶唱片,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242230/schellackplatte,https://recherche.smb.museum/images/54/5412963_1200x1200.jpg
1391,Schellackplatte,虫胶唱片,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242231/schellackplatte,https://recherche.smb.museum/images/54/5412970_1200x1200.jpg
1392,"Titel A: Szene aus dem Theaterstück ""Dji-hsiän-djing-tschau-hsi djiang? gai-liang-djing-tsai-ming-tjü""",标题 A：戏剧“Dji-hsiän-djing-tschau-hsi d Jiang？ gai-liang-djing-tsai-ming-tjü”场景,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242041/titel-a-szene-aus-dem-theaterstuck-dji-hsian-djing-tschau-hsi-djiang-gai-liang,https://recherche.smb.museum/images/54/5402049_1200x1200.jpg
1393,Schellackplatte,虫胶唱片,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242476/schellackplatte,https://recherche.smb.museum/images/54/5405356_1200x1200.jpg
1394,Schellackplatte,虫胶唱片,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242234/schellackplatte,https://recherche.smb.museum/images/54/5412977_1200x1200.jpg
1395,Schellackplatte,虫胶唱片,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242235/schellackplatte,https://recherche.smb.museum/images/54/5412981_1200x1200.jpg
1396,Schellackplatte,虫胶唱片,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242236/schellackplatte,https://recherche.smb.museum/images/54/5412985_1200x1200.jpg
1397,Titel A: Weise Begegnung im Schnee (雪中遇賢) 6. Teil; Titel B: nicht bespielt,Titel A: Weise Begegnung im Schnee (雪中遇贤) 6. Teil; Titel B: nicht bespielt,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Modus: guǎngdōngdiào 廣東調 (Hong-Kong-modus, daher Gattung wohl Kanton-Oper)
Titel des Stücks: ""Weise Begegnung im Schnee"" Xuězhōng yù xián (qí liù) 雪中遇賢 (其六) 
Interpreten: Dà Niújīn 大牛金;  Yà Xí 亜錫","Modus: guǎngdōngdiào 广东调(Hong-Kong-modus, daher Gattung wohl Kanton-Oper)
 Titel des Stücks: ""Weise Begegnung im Schnee"" Xuězhōng yù xián (qí liù) 雪中遇贤(其六) 
 Interpreten: Dà Niújīn大牛金; Yà Xí 亜锡",https://id.smb.museum/object/241633/titel-a-weise-begegnung-im-schnee-%E9%9B%AA%E4%B8%AD%E9%81%87%E8%B3%A2-6--teil-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5228572_1200x1200.jpg
1398,Schellackplatte,虫胶唱片,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242233/schellackplatte,https://recherche.smb.museum/images/54/5412974_1200x1200.jpg
1399,Schellackplatte,虫胶唱片,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242232/schellackplatte,https://recherche.smb.museum/images/54/5412973_1200x1200.jpg
1400,Titel A: Vordach aus Zedernholz   (杉廂) Teil 2; Titel B: nicht bespielt,Titel A: Vordach aus Zedernholz (杉厢) Teil 2; Titel B: nicht bespielt,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Interpreten: Cháozhōubān 潮州班 (Gruppe aus Cháozhōu)
Titel: ""Vordach aus Zedernholz - 2. Teil""  Shānxiāng - qí èr (杉廂 - 其二)","Interpreten: Cháozhōubān 潮州班(Gruppe aus Cháozhōu)
 Titel: ""Vordach aus Zedernholz - 2. Teil"" Shānxiāng - qí èr (杉厢- 其二)",https://id.smb.museum/object/241635/titel-a-vordach-aus-zedernholz---%E6%9D%89%E5%BB%82-teil-2-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5229638_1200x1200.jpg
1401,Titel A: Die goldene Brücke (金橋); Titel B: nicht bespielt,Titel A: Die goldene Brücke (金桥); Titel B: nicht bespielt,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Titel: ""Die goldene Brücke"" Jīnqiáo 金橋, qí yì 其一 (1. Teil)
Interpreten: Cháozhōubān 潮州班 (Gruppe aus Cháozhōu)","Titel: ""Die goldene Brücke"" Jīnqiáo 金桥, qí yì 其一(1. Teil)
 Interpreten: Cháozhōubān 潮州班(Gruppe aus Cháozhōu)",https://id.smb.museum/object/241637/titel-a-die-goldene-brucke-%E9%87%91%E6%A9%8B-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5229662_1200x1200.jpg
1402,"Titel A: Beim dritten Versuch passen Schwert und Perle zusammen  (三合明珠寶劍-下卷) 2. Band, 1. Teil; Titel B: nicht bespielt","Titel A: Beim dritten Versuch passen Schwert und Perle zusammen (三合明珠宝剑-下卷) 2. Band, 1. Teil; Titel B: nicht bespielt",中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Modus: Guǎngdōngdiào 廣東調
Titel des Stücks: ""Beim dritten Versuch passen Schwert und Perle zusammen"", Sānhé míngzhū bǎojiàn -xiàjuàn - qí yī 三合明珠寶劍-下卷 *(xià juàn 下卷 bedeutet 2. Band, qí yī 其一 bedeutet 1. Teil) 
Interpreten: Dà Jiābǐng 大家炳; Yà Guǎng 亜廣; Xīn Biāo 新標","Modus: Guǎngdōngdiào 广东调
 Titel des Stücks: ""Beim dritten Versuch passen Schwert und Perle zusammen"", Sānhé míngzhū bǎojiàn -xiàjuàn - qí yī 三合明珠宝剑-下卷*(xià juàn 下卷bedeutet 2. Band, qí yī其一bedeutet 1. Teil) 
 Interpreten: Dà Jiābǐng 大家炳; Yà Guǎng 亜广; Xīn Biāo 新标",https://id.smb.museum/object/241634/titel-a-beim-dritten-versuch-passen-schwert-und-perle-zusammen--%E4%B8%89%E5%90%88%E6%98%8E%E7%8F%A0%E5%AF%B6%E5%8A%8D-%E4%B8%8B%E5%8D%B7-2-,https://recherche.smb.museum/images/52/5229623_1200x1200.jpg
1403,Titel A: Der Wèi-Fluss (渭水河); Titel B: nicht bespielt,Titel A: Der Wèi-Fluss (渭水河); Titel B: nicht bespielt,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Titel des Stücks: Der Wèi Fluss (Wèi shuǐ hé 渭水河)
Interpret: Qiú Chù 裘處 * (chù hat hier die Bedeutung, dass der Interpret seinen Vornamen auf dieser Platte nicht preisgibt.)
Gattung: Peking-Oper","作品名称：渭水河
 艺术家：裘楚 裘处 *（这里的“chù”是指表演者在唱片中不透露自己的名字。）
 类型：京剧",https://id.smb.museum/object/241641/titel-a-der-wei-fluss-%E6%B8%AD%E6%B0%B4%E6%B2%B3-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5231427_1200x1200.jpg
1404,Titel A: Sìláng verlässt den Palast (四郎别宮) Teil 4;  Titel B: nicht bespielt,标题 A：四郎别宫（四郎别宫）第 4 部分；标题B：未记录,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Titel des Stücks:  Sìláng verlässt den Palast (四郎别宮) (Sìláng bié gōng 四郎别宮), qí sì 其四 (4. Teil) * Sìláng ist ein Männername, Sì 四 bedeutet, dass er der vierte Sohn seiner Eltern ist
Interpret: Cháozhōubān 潮州班 (Gruppe aus Cháozhōu)","作品名称：四郎别宫 (Sìláng bié gōng 四郎别宫), qí sì 其四 (第四部分) * Sìláng 是一个男人的名字，四郎的意思是他是父母的第四个儿子
翻译：Cháozhouubān 潮州班（潮州班）",https://id.smb.museum/object/241640/titel-a-silang-verlasst-den-palast-%E5%9B%9B%E9%83%8E%E5%88%AB%E5%AE%AE-teil-4--titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5231425_1200x1200.jpg
1405,Titel A: Shanghaier Hafen  (上海碼頭) ; Titel B: Tee ausleihen (借茶),标题：上海港（上海）；标题 B：借茶（借茶）,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Titel A: ""Shanghaier Hafen"" shànghǎi mǎtóu 上海碼頭; Titel B: ""Tee ausleihen"" Jiè chá 借茶 
Interpret: Shěn Chù 沈處 (Chù zeigt an, dass der Interpret hier seinen Vornamen nicht preisgibt, der Nachname ist Shěn 沈)","标题A：《上海港》shànghǎi mǎtóu 上海码头；曲目B：《借茶》Jiè chá 借茶
 艺术家：Shěn Chù 沉处（Chù 表示表演者在此不透露名字，姓氏为沉）",https://id.smb.museum/object/241639/titel-a-shanghaier-hafen--%E4%B8%8A%E6%B5%B7%E7%A2%BC%E9%A0%AD--titel-b-tee-ausleihen-%E5%80%9F%E8%8C%B6,https://recherche.smb.museum/images/52/5230845_1200x1200.jpg
1406,Titel A: sìjì xiāngsī (四季相思); Titel B: nicht bespielt,标题A：四季相思；标题B：未记录,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Modus (links):  xiǎo diào 小調
rechts:  shěnchù 沈處 (shěn ist der Familienname des interpreten, Chù bedeutet ""jemand"" und meint in diesem Kontext, dass der Interpret auf dieser Schallplatte seinen Vornamen nicht preisgibt)","模式（左）：xiǎo diào 小调
 右：shěnchù 沉处（shěn 是表演者的姓氏，Chù 的意思是“某人”，在这种情况下意味着表演者不会在这张唱片上透露他的名字）",https://id.smb.museum/object/241643/titel-a-siji-xiangsi-%E5%9B%9B%E5%AD%A3%E7%9B%B8%E6%80%9D-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5224707_1200x1200.jpg
1407,"Titel A: ""Lotuskerne pflücken und am Grab trauern"" (採蓮哭墳) Teil 1;  Titel B: nicht bespielt","Titel A: ""Lotuskerne pflücken und am Grab trauern"" (采莲哭坟) Teil 1; Titel B: nicht bespielt",中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Modus, Melodietyp: Guǎngdōngdiào 廣東調
Interpret: Huázǎi 華仔

Titel des Stücks:  ""Lotuskerne pflücken und am Grab trauern - 1. Teil"" Cǎi lián kūfén (qí yī)  採蓮哭墳 (其一) 
* qí yī 其一 bedeutet ""erster Teil""","Modus, Melodietyp: Guǎngdōngdiào 广东调
 Interpret: Huázǎi 华仔
 
 Titel des Stücks: ""Lotuskerne pflücken und am Grab trauern - 1. Teil"" Cǎi lián kūfén (qí yī) 采莲哭坟(其一) 
 * qí yī 其一bedeutet ""erster Teil""",https://id.smb.museum/object/241636/titel-a-lotuskerne-pflucken-und-am-grab-trauern-%E6%8E%A1%E8%93%AE%E5%93%AD%E5%A2%B3-teil-1--titel-b-nicht,https://recherche.smb.museum/images/52/5229648_1200x1200.jpg
1408,Titel A: Drei mal schlagen (三打) 2. Teil; Titel B: nicht bespielt,Titel A: Drei mal schlagen (三打) 2. Teil; Titel B: nicht bespielt,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Titel des Stücks: ""Drei mal schlagen"" sān dǎ , qí èr 2. Teil
Interpreten: Cháozhōubān 潮州班 (Gruppe aus Cháozhōu)","Titel des Stücks: ""Drei mal schlagen"" sān dǎ , qí èr 2. Teil
 Interpreten: Cháozhōubān 潮州班(Gruppe aus Cháozhōu)",https://id.smb.museum/object/241638/titel-a-drei-mal-schlagen-%E4%B8%89%E6%89%93-2--teil-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5230840_1200x1200.jpg
1409,Titel A:  bī ěr[?] chū jiā (逼兒[?]出家); Titel B: nicht bespielt,标题A：bī ěr[?] chū jiā（甜[?]根）；标题B：没有被宠坏,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Name des Schauspielers: Yà liàng 亜亮 
Rolle: 小生 xiǎo shēng (junger Mann)
Name des Stücks: Titel A:  bī ěr[?] chū jiā  逼兒(?)出家 
Ort: Guǎng Dōng 廣東, Hong Kong (also handelt es sich wahrscheinlich um Kanton-Oper)","玩家姓名：Yà liang 亜亮
 角色：小生 xiǎo shēng (junger Mann)
 物品名称：标题 A：Bī ěr[?] chū jiā 逼儿(?)出家 
 地点：广东、香港（也是它）可能以粤歌剧院为基地）",https://id.smb.museum/object/241677/titel-a--bi-er-chu-jia-%E9%80%BC%E5%85%92%E5%87%BA%E5%AE%B6-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5224759_1200x1200.jpg
1410,"Titel A: yuánmén shè jǐ (轅門射戟);                                              Titel B: ""Das Haus mit der weißen Tür"" (白門樓)",标题A：辕门射戟；标题 B：“白门楼”,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Titel A: yuánmén shè jǐ 轅門射戟; Titel B: ""Das Haus mit der weißen Tür"" Báimén lóu 白門樓
Interpret: Féng Chù 馮處","标题A：辕门射戟； B 题：《贤塔楼》 Baimén Lóu 白门楼
 释义：Féng Chù 冯处",https://id.smb.museum/object/241642/titel-a-yuanmen-she-ji-%E8%BD%85%E9%96%80%E5%B0%84%E6%88%9F----------------------------------------------titel-b,https://recherche.smb.museum/images/52/5231428_1200x1200.jpg
1411,Titel A: Huāyuán zèng zhū (花園贈珠); Titel B: nicht bespielt,标题A：Huāyuán zèng zhū（英语）；标题B：没有被宠坏,中国,1906 - 1907,1906 年 -,,,Ethnologisches Museum,民族学博物馆,,,"Huāyuán zèng zhū 花園贈珠  ""Im Garten die kleine Perlenpagode verschenken""
Gattung: evtl. Yù-Oper 豫剧 aus Hénán-Provinz
Zeit: 1906-1907 (vgl. The Lindström Project: Beiträge zur Geschichte der Schallplattenindustrie Vol 3., Wien, 2011, S. 85)","Huayuán zèng zhū 花园赠珠 “花园里挂着小珍珠塔”
 评分：任意。河南省豫剧镇
 时期：1906-1907 年（vgl. Lindström 项目：对壳牌电镀工业历史的贡献，第 3 卷，维也纳，2011 年，第 85 页）",https://id.smb.museum/object/241644/titel-a-huayuan-zeng-zhu-%E8%8A%B1%E5%9C%92%E8%B4%88%E7%8F%A0-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5231431_1200x1200.jpg
