artifactName,country,relicTime,material,library,size,description,moreUrl,imageUrl
Gebäude,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856499/gebaude,https://recherche.smb.museum/images/42/4273248_1200x1200.jpg
Höhlenansicht und Wandmalereien,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856501/hohlenansicht-und-wandmalereien,https://recherche.smb.museum/images/42/4273250_1200x1200.jpg
Höhlenansicht und Wandmalereien,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856500/hohlenansicht-und-wandmalereien,https://recherche.smb.museum/images/42/4273249_1200x1200.jpg
Ruinenfeld,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856503/ruinenfeld,https://recherche.smb.museum/images/42/4273252_1200x1200.jpg
Panorama,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856613/panorama,https://recherche.smb.museum/images/42/4273213_1200x1200.jpg
Lehmplastik und Wandmalerei,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856618/lehmplastik-und-wandmalerei,https://recherche.smb.museum/images/42/4273218_1200x1200.jpg
Wandmalerei,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907?,https://id.smb.museum/object/1856570/wandmalerei,https://recherche.smb.museum/images/42/4273325_1200x1200.jpg
Ruinenfeld,中国,1902-1914,,Museum für Asiatische Kunst,Passepartout: 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856504/ruinenfeld,https://recherche.smb.museum/images/42/4273253_1200x1200.jpg
Ruinenfeld,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856616/ruinenfeld,https://recherche.smb.museum/images/42/4273216_1200x1200.jpg
Ruinenfeld,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856502/ruinenfeld,https://recherche.smb.museum/images/42/4273251_1200x1200.jpg
Ruinenfeld,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856505/ruinenfeld,https://recherche.smb.museum/images/42/4273254_1200x1200.jpg
Höhlenansicht mit Wandmalereien,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856507/hohlenansicht-mit-wandmalereien,https://recherche.smb.museum/images/42/4273256_1200x1200.jpg
Höhlenansicht mit Wandmalereien,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856506/hohlenansicht-mit-wandmalereien,https://recherche.smb.museum/images/42/4273255_1200x1200.jpg
Ruinenfeld,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856544/ruinenfeld,https://recherche.smb.museum/images/42/4273158_1200x1200.jpg
Gebäude und Person,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856510/gebaude-und-person,https://recherche.smb.museum/images/42/4273259_1200x1200.jpg
Ruinenfeld,中国,1913-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,4. Turfan-Expedition 1913-1914,https://id.smb.museum/object/1856545/ruinenfeld,https://recherche.smb.museum/images/42/4273159_1200x1200.jpg
Höhlenansicht,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856508/hohlenansicht,https://recherche.smb.museum/images/42/4273257_1200x1200.jpg
Ruinenfeld,中国,1913-1914,,Museum für Asiatische Kunst,Objektmaß: 13 x 18 cm,4. Turfan-Expedition 1913-1914,https://id.smb.museum/object/1856546/ruinenfeld,https://recherche.smb.museum/images/42/4273160_1200x1200.jpg
Ruinenfeld,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856549/ruinenfeld,https://recherche.smb.museum/images/42/4273164_1200x1200.jpg
Panorama und Gebäude,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856511/panorama-und-gebaude,https://recherche.smb.museum/images/42/4273260_1200x1200.jpg
Ruinenfeld und Gebäude mit Wandmalereien,中国,1902-1914,,Museum für Asiatische Kunst,Objektmaß: 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856547/ruinenfeld-und-gebaude-mit-wandmalereien,https://recherche.smb.museum/images/42/4273161_1200x1200.jpg
Höhlen-Panorama,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856552/hohlen-panorama,https://recherche.smb.museum/images/42/4273167_1200x1200.jpg
Ruinenfeld,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856554/ruinenfeld,https://recherche.smb.museum/images/42/4273169_1200x1200.jpg
Ruinenfeld,中国,1913-1914,,Museum für Asiatische Kunst,Objektmaß: 13 x 18 cm,4. Turfan-Expedition 1913-1914,https://id.smb.museum/object/1856548/ruinenfeld,https://recherche.smb.museum/images/42/4273163_1200x1200.jpg
Ruinenfeld,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856556/ruinenfeld,https://recherche.smb.museum/images/42/4273171_1200x1200.jpg
Gebäude,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856555/gebaude,https://recherche.smb.museum/images/42/4273170_1200x1200.jpg
Wandmalerei,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856553/wandmalerei,https://recherche.smb.museum/images/42/4273168_1200x1200.jpg
Ruinenfeld,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856550/ruinenfeld,https://recherche.smb.museum/images/42/4273165_1200x1200.jpg
Gebäude,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856515/gebaude,https://recherche.smb.museum/images/42/4273263_1200x1200.jpg
Höhlen-Panorama und Ruinenfeld,中国,1904-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,2. Turfan-Expedition 1904-1905 oder 3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856557/hohlen-panorama-und-ruinenfeld,https://recherche.smb.museum/images/42/4273172_1200x1200.jpg
Ruinenfeld,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856516/ruinenfeld,https://recherche.smb.museum/images/42/4273264_1200x1200.jpg
Gebäude und Tiere,中国,1904,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,2. Turfan-Expedition 1904-1905,https://id.smb.museum/object/1856519/gebaude-und-tiere,https://recherche.smb.museum/images/42/4273267_1200x1200.jpg
Gebäude,中国,1904-1905,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,2. Turfan-Expedition 1904-1905,https://id.smb.museum/object/1856521/gebaude,https://recherche.smb.museum/images/42/4273268_1200x1200.jpg
Ruinenfeld,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856517/ruinenfeld,https://recherche.smb.museum/images/42/4273265_1200x1200.jpg
Ruinenfeld,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856518/ruinenfeld,https://recherche.smb.museum/images/42/4273266_1200x1200.jpg
Höhlenansicht,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856523/hohlenansicht,https://recherche.smb.museum/images/42/4273629_1200x1200.jpg
Gebäude,中国,1904-1905,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,2. Turfan-Expedition 1904-1905,https://id.smb.museum/object/1856522/gebaude,https://recherche.smb.museum/images/42/4273269_1200x1200.jpg
Höhlenansicht,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856509/hohlenansicht,https://recherche.smb.museum/images/42/4273258_1200x1200.jpg
Höhlen-Panorama,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856524/hohlen-panorama,https://recherche.smb.museum/images/42/4273630_1200x1200.jpg
Höhlen-Panorama,中国,1913-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,4. Turfan-Expedition 1913-1914?,https://id.smb.museum/object/1856527/hohlen-panorama,https://recherche.smb.museum/images/42/4273427_1200x1200.jpg
Ruinenfeld,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856551/ruinenfeld,https://recherche.smb.museum/images/42/4273166_1200x1200.jpg
Höhlenansicht,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856525/hohlenansicht,https://recherche.smb.museum/images/42/4273631_1200x1200.jpg
äußere Höhlenansicht,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856526/aussere-hohlenansicht,https://recherche.smb.museum/images/42/4273632_1200x1200.jpg
Höhlenansicht,中国,1913-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,4. Turfan-Expedition 1913-1914?,https://id.smb.museum/object/1856762/hohlenansicht,https://recherche.smb.museum/images/42/4273406_1200x1200.jpg
Ruinenfeld,中国,1913-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,4. Turfan-Expedition 1913-1914?,https://id.smb.museum/object/1856810/ruinenfeld,https://recherche.smb.museum/images/42/4273436_1200x1200.jpg
Höhlen-Panorama und äußere Höhlenansicht,中国,1913-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,4. Turfan-Expedition 1913-1914?,https://id.smb.museum/object/1856778/hohlen-panorama-und-aussere-hohlenansicht,https://recherche.smb.museum/images/42/4273423_1200x1200.jpg
Falke,中国,1913-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,4. Turfan-Expedition 1913-1914,https://id.smb.museum/object/1856732/falke,https://recherche.smb.museum/images/42/4273348_1200x1200.jpg
Panorama,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856871/panorama,https://recherche.smb.museum/images/42/4273478_1200x1200.jpg
Höhlen-Panorama,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856825/hohlen-panorama,https://recherche.smb.museum/images/42/4273494_1200x1200.jpg
Höhlen-Panorama,中国,1913-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,4. Turfan-Expedition 1913-1914?,https://id.smb.museum/object/1856747/hohlen-panorama,https://recherche.smb.museum/images/42/4273391_1200x1200.jpg
Höhlen-Panorama,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856905/hohlen-panorama,https://recherche.smb.museum/images/42/4273532_1200x1200.jpg
Gebäude,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856717/gebaude,https://recherche.smb.museum/images/42/4273333_1200x1200.jpg
äußere Höhlenansicht,中国,1913-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,4. Turfan-Expedition 1913-1914?,https://id.smb.museum/object/1856920/aussere-hohlenansicht,https://recherche.smb.museum/images/42/4273547_1200x1200.jpg
Portrait,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856793/portrait,https://recherche.smb.museum/images/42/4273618_1200x1200.jpg
Portrait,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856795/portrait,https://recherche.smb.museum/images/42/4273622_1200x1200.jpg
Höhlenansicht,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856922/hohlenansicht,https://recherche.smb.museum/images/42/4273549_1200x1200.jpg
Höhlen-Panorama,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 13 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856856/hohlen-panorama,https://recherche.smb.museum/images/42/4273463_1200x1200.jpg
Portrait,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856797/portrait,https://recherche.smb.museum/images/42/4273623_1200x1200.jpg
Gebäude,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856936/gebaude,https://recherche.smb.museum/images/42/4273569_1200x1200.jpg
Portraitt,中国,1913-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,4. Turfan-Expedition 1913-1914,https://id.smb.museum/object/1856840/portraitt,https://recherche.smb.museum/images/42/4273685_1200x1200.jpg
Gebäude,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856938/gebaude,https://recherche.smb.museum/images/42/4273571_1200x1200.jpg
Gruppenportrait,中国,1913-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,4. Turfan-Expedition 1913-1914?,https://id.smb.museum/object/1856841/gruppenportrait,https://recherche.smb.museum/images/42/4273686_1200x1200.jpg
Gebäude,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856937/gebaude,https://recherche.smb.museum/images/42/4273570_1200x1200.jpg
Raumansicht,中国,1913-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,4. Turfan-Expedition 1913-1914,https://id.smb.museum/object/1856843/raumansicht,https://recherche.smb.museum/images/42/4273688_1200x1200.jpg
Wandmalerei,中国,1906-1907,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,3. Turfan-Expedition 1906-1907,https://id.smb.museum/object/1856921/wandmalerei,https://recherche.smb.museum/images/42/4273548_1200x1200.jpg
Handschrift,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856847/handschrift,https://recherche.smb.museum/images/42/4273454_1200x1200.jpg
Tier,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856846/tier,https://recherche.smb.museum/images/42/4273690_1200x1200.jpg
Höhlen-Panorama und Gebäude,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856848/hohlen-panorama-und-gebaude,https://recherche.smb.museum/images/42/4273455_1200x1200.jpg
Raumansicht,中国,1913-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,4. Turfan-Expedition 1913-1914,https://id.smb.museum/object/1856845/raumansicht,https://recherche.smb.museum/images/42/4273689_1200x1200.jpg
Höhlen-Panorama,中国,1913-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,4. Turfan-Expedition 1913-1914?,https://id.smb.museum/object/1856849/hohlen-panorama,https://recherche.smb.museum/images/42/4273456_1200x1200.jpg
Höhlen-Panorama,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856850/hohlen-panorama,https://recherche.smb.museum/images/42/4273457_1200x1200.jpg
Höhlen-Panorama,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856853/hohlen-panorama,https://recherche.smb.museum/images/42/4273460_1200x1200.jpg
Höhlen-Panorama,中国,1902-1914,,Museum für Asiatische Kunst,Objektmaß: 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856854/hohlen-panorama,https://recherche.smb.museum/images/42/4273461_1200x1200.jpg
Gruppenportrait,中国,1913-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,4. Turfan-Expedition 1913-1914?,https://id.smb.museum/object/1856842/gruppenportrait,https://recherche.smb.museum/images/42/4273687_1200x1200.jpg
Handschrift,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856852/handschrift,https://recherche.smb.museum/images/42/4273459_1200x1200.jpg
Höhlen-Panorama,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856851/hohlen-panorama,https://recherche.smb.museum/images/42/4273458_1200x1200.jpg
Handschrift,中国,1902-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,Turfan-Expedition [1902-1914],https://id.smb.museum/object/1856702/handschrift,https://recherche.smb.museum/images/42/4273376_1200x1200.jpg
Landschaft,中国,1913-1914,,Museum für Asiatische Kunst,Plattengröße (Foto): 13 x 18 cm,4. Turfan-Expedition 1913-1914,https://id.smb.museum/object/1856939/landschaft,https://recherche.smb.museum/images/42/4273572_1200x1200.jpg
