id,artifactName,artifactName_Chinese,country,relicTime,relicTime_chinese,material,material_Chinese,library,library_Chinese,size,size_Chinese,description,description_Chinese,moreUrl,imageUrl,order_time
1313,"Szene aus dem Theaterstück ""Hai.wai-hsün-fu"" (Mann oder Frau (Ehepartner) im Ausland suchen)",话剧《海外寻夫》场景,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242040/titel-a-szene-aus-dem-theaterstuck-hai-wai-hsun-fu-mann-oder-frau-ehepartner-im,https://recherche.smb.museum/images/54/5401908_1200x1200.jpg,
1314,"Arie aus dem Musikdrama ""Die Laterne des Ruhmes""",音乐剧《名灯灯》中的咏叹调,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242105/titel-a-arie-aus-dem-musikdrama-die-laterne-des-ruhmes%0D%0Atitel-b-lied-zur-arbeit,https://recherche.smb.museum/images/54/5402370_1200x1200.jpg,
1315,"""Gelbfluß-Kantate""",《黄河大合唱》,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242477/titel-a-gelbfluss-kantate%0D%0Atitel-b-gelbfluss-kantate,https://recherche.smb.museum/images/12/1215729_1200x1200.jpg,
1318,Szene aus dem Theaterstück,戏剧《吉祥》,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/242041/titel-a-szene-aus-dem-theaterstuck-dji-hsian-djing-tschau-hsi-djiang-gai-liang,https://recherche.smb.museum/images/54/5402049_1200x1200.jpg,
1323,Weise Begegnung im Schnee,雪中遇贤,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Modus: guǎngdōngdiào 廣東調 (Hong-Kong-modus, daher Gattung wohl Kanton-Oper)
Titel des Stücks: ""Weise Begegnung im Schnee"" Xuězhōng yù xián (qí liù) 雪中遇賢 (其六) 
Interpreten: Dà Niújīn 大牛金;  Yà Xí 亜錫","Modus: guǎngdōngdiào 广东调(Hong-Kong-modus, daher Gattung wohl Kanton-Oper)
 Titel des Stücks: ""Weise Begegnung im Schnee"" Xuězhōng yù xián (qí liù) 雪中遇贤(其六) 
 Interpreten: Dà Niújīn大牛金; Yà Xí 亜锡",https://id.smb.museum/object/241633/titel-a-weise-begegnung-im-schnee-%E9%9B%AA%E4%B8%AD%E9%81%87%E8%B3%A2-6--teil-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5228572_1200x1200.jpg,
1326,Vordach aus Zedernholz,杉厢,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Interpreten: Cháozhōubān 潮州班 (Gruppe aus Cháozhōu)
Titel: ""Vordach aus Zedernholz - 2. Teil""  Shānxiāng - qí èr (杉廂 - 其二)","Interpreten: Cháozhōubān 潮州班(Gruppe aus Cháozhōu)
 Titel: ""Vordach aus Zedernholz - 2. Teil"" Shānxiāng - qí èr (杉厢- 其二)",https://id.smb.museum/object/241635/titel-a-vordach-aus-zedernholz---%E6%9D%89%E5%BB%82-teil-2-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5229638_1200x1200.jpg,
1327,Die goldene Brücke,金桥,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Titel: ""Die goldene Brücke"" Jīnqiáo 金橋, qí yì 其一 (1. Teil)
Interpreten: Cháozhōubān 潮州班 (Gruppe aus Cháozhōu)","标题：《金桥》金桥，金桥，金桥其一（上）
表演者：Cháozhōubān 潮州班（来自Cháozhōu的团体）",https://id.smb.museum/object/241637/titel-a-die-goldene-brucke-%E9%87%91%E6%A9%8B-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5229662_1200x1200.jpg,
1328,Beim dritten Versuch passen Schwert und Perle zusammen,三合明珠宝剑-下卷,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Modus: Guǎngdōngdiào 廣東調
Titel des Stücks: ""Beim dritten Versuch passen Schwert und Perle zusammen"", Sānhé míngzhū bǎojiàn -xiàjuàn - qí yī 三合明珠寶劍-下卷 *(xià juàn 下卷 bedeutet 2. Band, qí yī 其一 bedeutet 1. Teil) 
Interpreten: Dà Jiābǐng 大家炳; Yà Guǎng 亜廣; Xīn Biāo 新標","Modus: Guǎngdōngdiào 广东调
 Titel des Stücks: ""Beim dritten Versuch passen Schwert und Perle zusammen"", Sānhé míngzhū bǎojiàn -xiàjuàn - qí yī 三合明珠宝剑-下卷*(xià juàn 下卷bedeutet 2. Band, qí yī其一bedeutet 1. Teil) 
 Interpreten: Dà Jiābǐng 大家炳; Yà Guǎng 亜广; Xīn Biāo 新标",https://id.smb.museum/object/241634/titel-a-beim-dritten-versuch-passen-schwert-und-perle-zusammen--%E4%B8%89%E5%90%88%E6%98%8E%E7%8F%A0%E5%AF%B6%E5%8A%8D-%E4%B8%8B%E5%8D%B7-2-,https://recherche.smb.museum/images/52/5229623_1200x1200.jpg,
1329,Der Wèi-Fluss,渭水河,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Titel des Stücks: Der Wèi Fluss (Wèi shuǐ hé 渭水河)
Interpret: Qiú Chù 裘處 * (chù hat hier die Bedeutung, dass der Interpret seinen Vornamen auf dieser Platte nicht preisgibt.)
Gattung: Peking-Oper","作品名称：渭水河
 艺术家：裘楚 裘处 *（这里的“chù”是指表演者在唱片中不透露自己的名字。）
 类型：京剧",https://id.smb.museum/object/241641/titel-a-der-wei-fluss-%E6%B8%AD%E6%B0%B4%E6%B2%B3-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5231427_1200x1200.jpg,
1330,Sìláng verlässt den Palast,四郎别宫,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Titel des Stücks:  Sìláng verlässt den Palast (四郎别宮) (Sìláng bié gōng 四郎别宮), qí sì 其四 (4. Teil) * Sìláng ist ein Männername, Sì 四 bedeutet, dass er der vierte Sohn seiner Eltern ist
Interpret: Cháozhōubān 潮州班 (Gruppe aus Cháozhōu)","作品名称：四郎别宫 (Sìláng bié gōng 四郎别宫), qí sì 其四 (第四部分) * Sìláng 是一个男人的名字，四郎的意思是他是父母的第四个儿子
翻译：Cháozhouubān 潮州班（潮州班）",https://id.smb.museum/object/241640/titel-a-silang-verlasst-den-palast-%E5%9B%9B%E9%83%8E%E5%88%AB%E5%AE%AE-teil-4--titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5231425_1200x1200.jpg,
1331,Tee ausleihen,借茶,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Titel A: ""Shanghaier Hafen"" shànghǎi mǎtóu 上海碼頭; Titel B: ""Tee ausleihen"" Jiè chá 借茶 
Interpret: Shěn Chù 沈處 (Chù zeigt an, dass der Interpret hier seinen Vornamen nicht preisgibt, der Nachname ist Shěn 沈)","标题A：《上海港》shànghǎi mǎtóu 上海码头；曲目B：《借茶》Jiè chá 借茶
 艺术家：Shěn Chù 沉处（Chù 表示表演者在此不透露名字，姓氏为沉）",https://id.smb.museum/object/241639/titel-a-shanghaier-hafen--%E4%B8%8A%E6%B5%B7%E7%A2%BC%E9%A0%AD--titel-b-tee-ausleihen-%E5%80%9F%E8%8C%B6,https://recherche.smb.museum/images/52/5230845_1200x1200.jpg,
1332,sìjì xiāngsī,四季相思,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Modus (links):  xiǎo diào 小調
rechts:  shěnchù 沈處 (shěn ist der Familienname des interpreten, Chù bedeutet ""jemand"" und meint in diesem Kontext, dass der Interpret auf dieser Schallplatte seinen Vornamen nicht preisgibt)","模式（左）：xiǎo diào 小调
 右：shěnchù 沉处（shěn 是表演者的姓氏，Chù 的意思是“某人”，在这种情况下意味着表演者不会在这张唱片上透露他的名字）",https://id.smb.museum/object/241643/titel-a-siji-xiangsi-%E5%9B%9B%E5%AD%A3%E7%9B%B8%E6%80%9D-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5224707_1200x1200.jpg,
1333,Lotuskerne pflücken und am Grab trauern,采莲哭坟,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Modus, Melodietyp: Guǎngdōngdiào 廣東調
Interpret: Huázǎi 華仔

Titel des Stücks:  ""Lotuskerne pflücken und am Grab trauern - 1. Teil"" Cǎi lián kūfén (qí yī)  採蓮哭墳 (其一) 
* qí yī 其一 bedeutet ""erster Teil""","Modus, Melodietyp: Guǎngdōngdiào 广东调
 Interpret: Huázǎi 华仔
 
 Titel des Stücks: ""Lotuskerne pflücken und am Grab trauern - 1. Teil"" Cǎi lián kūfén (qí yī) 采莲哭坟(其一) 
 * qí yī 其一bedeutet ""erster Teil""",https://id.smb.museum/object/241636/titel-a-lotuskerne-pflucken-und-am-grab-trauern-%E6%8E%A1%E8%93%AE%E5%93%AD%E5%A2%B3-teil-1--titel-b-nicht,https://recherche.smb.museum/images/52/5229648_1200x1200.jpg,
1334,Drei mal schlagen,三打,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Titel des Stücks: ""Drei mal schlagen"" sān dǎ , qí èr 2. Teil
Interpreten: Cháozhōubān 潮州班 (Gruppe aus Cháozhōu)","曲名： “三拍” sān dǎ ， qí èr 第二部分
表演者：Cháozhōubān 潮州班（来自Cháozhōu的团体）",https://id.smb.museum/object/241638/titel-a-drei-mal-schlagen-%E4%B8%89%E6%89%93-2--teil-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5230840_1200x1200.jpg,
1335,nicht bespielt,没有被宠坏,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Name des Schauspielers: Yà liàng 亜亮 
Rolle: 小生 xiǎo shēng (junger Mann)
Name des Stücks: Titel A:  bī ěr[?] chū jiā  逼兒(?)出家 
Ort: Guǎng Dōng 廣東, Hong Kong (also handelt es sich wahrscheinlich um Kanton-Oper)","玩家姓名：Yà liang 亜亮
 角色：小生 xiǎo shēng (junger Mann)
 物品名称：标题 A：Bī ěr[?] chū jiā 逼儿(?)出家 
 地点：广东、香港（也是它）可能以粤歌剧院为基地）",https://id.smb.museum/object/241677/titel-a--bi-er-chu-jia-%E9%80%BC%E5%85%92%E5%87%BA%E5%AE%B6-titel-b-nicht-bespielt,https://recherche.smb.museum/images/52/5224759_1200x1200.jpg,
1336,"""Das Haus mit der weißen Tür""",白门楼,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Titel A: yuánmén shè jǐ 轅門射戟; Titel B: ""Das Haus mit der weißen Tür"" Báimén lóu 白門樓
Interpret: Féng Chù 馮處","标题A：辕门射戟； B 题：《贤塔楼》 Baimén Lóu 白门楼
 释义：Féng Chù 冯处",https://id.smb.museum/object/241642/titel-a-yuanmen-she-ji-%E8%BD%85%E9%96%80%E5%B0%84%E6%88%9F----------------------------------------------titel-b,https://recherche.smb.museum/images/52/5231428_1200x1200.jpg,
1337,Chūdēng,出燈,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Namen: Wáng xiǎo xīn (王小新)  Wáng yǎ qín ( 王雅琴) 
Name des Stücks:  chūdēng 出燈 Seite A: tóu duàn 頭段 (Kopfteil, erster Teil) Seite B: èr duàn 二段 (zweiter Teil)
made in germany","姓名：Wáng xiǎo xīn (moon) Wáng yǎ qín (王雅琴)
 物品名称：雪花 A 点：全是灰尘（Copfteil，第一部分） B 点：都是灰尘 Rice weiter Tail)
 德国制造",https://id.smb.museum/object/241681/titel-a-chudeng--%E5%87%BA%E7%87%88-titel-b-s--a-teil-2,https://recherche.smb.museum/images/52/5224770_1200x1200.jpg,
1338,Trotz Dunkelheit Glaube an Gerechtigkeit,暗室青天,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Ort: Peking 
Gattung: Qínqiāng 秦腔 (Oper aus Shǎnxī-Provinz)
Rollentyp: Qínqiāng huādàn 秦腔花旦 (junge oder mittelalte Frauenrolle)
Schauspielername: Qín, Fèngyún 秦鳳雲
Name des Stücks: ""Trotz Dunkelheit Glaube an Gerechtigkeit"", Àn shì qīng tiān 暗室青天 * qīng tiān bedeutet hier ""Gerechtigkeit""","地点：北京
类别：秦腔女演员（山西歌剧）
角色类型：秦腔女演员（青年或中女性角色）
人物名称：秦风云凤云
物品名称：“深暗釉义”，但shì qīng tian 暗室青天 * qīng tian 这里的意思是“正义”",https://id.smb.museum/object/241057/titel-a-trotz-dunkelheit-glaube-an-gerechtigkeit--%E6%9A%97%E5%AE%A4%E9%9D%92%E5%A4%A9%0D%0Atitel-b-s--a-teil-2,https://recherche.smb.museum/images/52/5226821_1200x1200.jpg,
1339,Südliches Himmelstor,南天门,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Ort: Běipíng 北平
Gattung: bāngzi 梆子 (""Klapper-Oper"")
Rollentyp: kūnjué 坤角 (alte Bezeichnung für weibliche Opern-Schauspielerin)
Schauspielerinnen: Xiǎo Xiāng Shuǐ 小香水 , Xiǎo Ruì Fāng 小瑞芳 (beide sind Künstlernamen)
Name des Stücks: ""Südliches Himmelstor"",  Nán Tiānmén 南天門","地点：北平
 类型：梆子
 角色类型：坤角
 女演员：小香淑小香水、小瑞芳艺术家姓名）
 作品名称：《南天门》，Nán Tianmén 南天门",https://id.smb.museum/object/241055/titel-a-chines--sudliches-himmelstor-%E5%8D%97%E5%A4%A9%E9%96%80-teil-1%0D%0Atitel-b-chines--s--a-teil-2,https://recherche.smb.museum/images/52/5226830_1200x1200.jpg,
1340,Schmetterlingsglas,蝴蝶杯,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Ort: Peking 
Gattung: bāngzi  梆子 (wahrscheinlich Abkürzung für  bāngziqiāng 梆子腔, der ""Klapper-Oper"")
Rollentyp : qīngyī 青衣 (ernste Frauenrolle)
Schauspielername: Xiǎo Yuè Fāng 小月芳 (dies ist ein Künstlername)
Namen der Stücke Seite A: Schmetterlingsglas, húdié bēi  蝴蝶盃;
Seite B: Das Haus verlassen um Mutter zu suchen, Tàn mǔ biéjiā 探母别家","地点：北京
 类型：bāngzi 梆子（可能是bāngziqiāng 梆子腔的缩写）
 角色类型：qīngyī 青衣（严肃的女性角色）
 演员姓名：Xiao Yuè Fāng 小月芳（这是艺人的名字） )
 棋子名称 A 面：蝴蝶玻璃，húdié bēi 蝴蝶杯；
 B 面：出家寻母，Tàn mǔ biéjiā 探母别家",https://id.smb.museum/object/241058/titel-a-chines--schmetterlingsglas--%E8%9D%B4%E8%9D%B6%E7%9B%83%0D%0Atitel-b-chines--das-haus-verlassen-um,https://recherche.smb.museum/images/52/5226817_1200x1200.jpg,
1341,Blauer Wind-Pavillon,青风亭,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Ort: Peking
Gattung: Qínqiāng 秦腔 (Oper aus Shǎnxī-Provinz)
Rollentyp:  Qínqiāng huādàn   秦腔花旦 ( Frauenrolle)
Schauspielername: Qín, Fèngyún  秦鳳雲 
Name der Stücke: Seite A: Blauer Wind-Pavillon, qīng fēng tíng 青風亭; Seite B: Unendliches Gold finden, Shí wàn jīn 拾萬金","地点：北京
类别：秦腔妖姬（山西戏曲）
角色类型：秦腔妖女（女角）
玩家姓名：秦风云电影
作品名称：A页：青色风阁，稍强； B区：发现了无尽的黄金，她想买",https://id.smb.museum/object/241059/titel-a-chines--blauer-wind-pavillon-%E9%9D%92%E9%A2%A8%E4%BA%AD%0D%0Atitel-b-chines--unendliches-gold,https://recherche.smb.museum/images/52/5226812_1200x1200.jpg,
1342,Der Jadetigeranhänger,玉虎神坠,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Ort: Peking 
Gattung: bāngzi 梆子 (Klapper-Oper)
Rollentyp : bāngzi qīngyī 梆子青衣 (ernste Frauenrolle)
Schauspielername: Xiǎo Yuè Fāng 小月芳 (dies ist ein Künstlername)
Namen der Stücke Seite A: ""Großer Duftberg"" Dà xiāng shān 大香山 
Seite B: ""Der Jadetigeranhänger"" Yù hǔ shén zhuì 玉虎神墜","Ort: Peking 
 Gattung: bāngzi 梆子(Klapper-Oper)
 Rollentyp : bāngzi qīngyī 梆子青衣(ernste Frauenrolle)
 Schauspielername: Xiǎo Yuè Fāng 小月芳(dies ist ein Künstlername)
 Namen der Stücke Seite A: ""Großer Duftberg"" Dà xiāng shān 大香山
 Seite B: ""Der Jadetigeranhänger"" Yù hǔ shén zhuì 玉虎神坠",https://id.smb.museum/object/241061/titel-a-chines--daxiang-berg-%E5%A4%A7%E9%A6%99%E5%B1%B1%0D%0Atitel-b-chines--der-jadetigeranhanger-%E7%8E%89%E8%99%8E%E7%A5%9E%E5%A2%9C,https://recherche.smb.museum/images/52/5226799_1200x1200.jpg,
1343,Měi's Enthauptungsprozess,铡美案,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Ort: Běipíng 
Gattung: bāngzi 梆子 (""Klapper-Oper"")
Rollentyp: kūn jué 坤角 (oder kūn líng 坤伶, alter Begriffe für weibliche Schauspielerin, URL: http://baike.baidu.com/view/860459.htm ; Stand 06.12.2016 15:32 Uhr)
Name: Xiǎo Xiāng Shuǐ 小香水 (dies ist eine Künstlername)
Titel des Stücks: Seite A:  Měi's Enthauptungsprozess, Zhá měi àn  鍘美案; Seite B: hú dié bēi dǎzi 蝴蝶盃打子","地点：北京
 类型：梆子
 角色类型：kūn jué 坤角（或 kūn líng 坤伶，女演员的旧称，网址：http://baike.baidu.com/view/860459 .htm ; 截至2016年12月6日 3:32 p.m.)
 姓名：Xiǎo Xiāng Shuǐ香水小（这是艺术家的名字）
 作品标题：A面：梅的斩首过程，Zhá měi àn 铡美案； B面：hú dié bēi dǎzi 蝴蝶杯打子",https://id.smb.museum/object/241060/titel-a-chines--meis-enthauptungsprozess--%E9%8D%98%E7%BE%8E%E6%A1%88%0D%0Atitel-b-chines-,https://recherche.smb.museum/images/52/5226802_1200x1200.jpg,
1344,"Szene aus dem Theaterstück ""Yü do feng""",戏剧《玉都凤》场景,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/241506/titel-a-theaterszene%0D%0Atitel-b-szene-aus-dem-theaterstuck-yu-do-feng,https://recherche.smb.museum/images/54/5401235_1200x1200.jpg,
1345,Theaterszene,剧院场景,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/241505/titel-a-theaterszene%0D%0Atitel-b-theaterszene,https://recherche.smb.museum/images/54/5401233_1200x1200.jpg,
1346,Cáocāo's Gefangennahme und Freilassung,捉放曹操,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"(gleich wie VII 78/1035)
Ort: Peking 
Operntyp: Xīpí 西皮
Schauspieler und Rollentyp: Tán, Fùyīng 譚富英 (15.10.1906-22.03.1977) als xūshēng-Rolle  (mittelalte Männerrolle mit langem Bart) aus der Tán-Schule 譚派鬚生 ; auf Seite B zusätzlich: Qiú Guìxiān 裘桂仙 (1878-1933) als  Rolle Huāmiàn 花面 (Rolle mit einem farblich geschminkten Muster)
Schauspieler: 
Titel: ""Cáocāo's Gefangennahme und Freilassung"" Zhuō fàng cáo 捉放曹  * Cáo ist der Familienname von Cáocāo 曹操","（同VII 78/1035）
地点：北京
戏曲类型：）来自谭派须生； B面另加：裘桂仙（1878-1933）饰演花面花面
 演员：
 片名：《曹操擒放》 Zhuō fàng cáo 捉放曹á * o是 Cáocāo 的姓氏",https://id.smb.museum/object/241054/titel-a-caocaos-gefangennahme-und-freilassung-%E6%8D%89%E6%94%BE%E6%9B%B9%0D%0Atitel-b-s--a,https://recherche.smb.museum/images/52/5226838_1200x1200.jpg,
1347,"Hirtenlied ""Mu yang djüan"" aus einem Theaterstück",戏剧中的牧羊人之歌,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/241504/titel-a-hirtenlied-mu-yang-djuan-aus-einem-theaterstuck%0D%0Atitel-b-szene-aus-dem,https://recherche.smb.museum/images/54/5401232_1200x1200.jpg,
1348,Theaterszene,剧院场景,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/241503/titel-a-theaterszene%0D%0Atitel-b-theaterszene,https://recherche.smb.museum/images/54/5401229_1200x1200.jpg,
1349,Theaterszene,剧院场景,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/241509/titel-a-theaterszene%0D%0Atitel-b-theaterszene,https://recherche.smb.museum/images/54/5401243_1200x1200.jpg,
1350,Theaterszene,剧院场景,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/241507/titel-a-theaterszene%0D%0Atitel-b-theaterszene,https://recherche.smb.museum/images/54/5401239_1200x1200.jpg,
1351,Theaterszene,剧院场景,中国,,,,,Ethnologisches Museum,民族学博物馆,,,,,https://id.smb.museum/object/241508/titel-a-theaterszene%0D%0Atitel-b-theaterszene,https://recherche.smb.museum/images/54/5401241_1200x1200.jpg,
1352,Xíng jiē sì hé,行街四合,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Titel: Xíng jiē sì hé 行街四合 * der Titel verweist auf einen musikalischen Zug, bei dem Musiker während sie laufen ihre Instrumente spielen
Interpreten: sī zhú dà jiā 絲竹大家 Ensemble aus traditionellen chinesischen Blas- und Saiteninstrumenten
Das Stück gehört zu den großen ""acht Liedern für Seiden- und Bambusinstrumente"" [Saiten- und Blasinstrumente] 江南丝竹八大曲",作品名称：《丝竹八曲》【丝竹八大曲】,https://id.smb.museum/object/241740/titel-a-xing-jie-si-he-%E8%A1%8C%E8%A1%97%E5%9B%9B%E5%90%88-teil-1-titel-b-s-a-teil-2,https://recherche.smb.museum/images/52/5224730_1200x1200.jpg,
1353,liǔ yáo  jīn,柳摇金,中国,,,,,Ethnologisches Museum,民族学博物馆,,,"Gattung: Instrumentalstück, der chinesischen Peking-Oper entnommen
Interpret:  chén yàn héng 陳彦衡 *das Zeichen  jūn ist nur eine Nachsilbe für chin. männliche Namen
Titel: liǔ yáo  jīn 柳摇金 * der Name bezeichnet ein Bildungsprinzip für Melodien in der chinesischen Oper



Seite A oben rechts: fǎn èr huáng  反二簧  der Name bezeichnet einen Modus bzw. Melodieart der chin. Oper
Seite B oben rechts:  xī pí  西皮   西皮	 der Name bezeichnet einen Modus bzw. Melodieart der chin. Oper","流派：器乐作品，选自中国京剧
 艺术家：chén yàn héng 陈彦衡 *“jūn”字只是中国男名的后缀
 作品名称：柳摇金 * 这个名字描述了中国京剧旋律的形成原理
 _x000D _ A 面右上：fǎn èr huáng 反二簧 该名称表示中国戏曲的一种调式或旋律类型
 B 面右上：xī pí 西皮 西皮 该名称表示中国戏曲的一种调式或旋律类型",https://id.smb.museum/object/241742/titel-a--liu-yao--jin-%E6%9F%B3%E6%91%87%E9%87%91-titel-b-s--a,https://recherche.smb.museum/images/52/5224628_1200x1200.jpg,
