artifact_name,artifact_country,artifact_library,artifact_time,artifact_size,artifact_category,artifact_image,artifact_url,artifact_description
铜方鉴,中国,湖北博物馆,战国中晚期,"通高25, 边长38.8cm",青铜器,https://img.cjyun.org/a/10695/202301/7ed096b0f97a101bed2efe6a607711ab.jpeg,http://hbsbwg.cjyun.org/qtq/p/5091.html,战国中晚期（距今约2320年），九连墩1号幕出土，冰（温）食器，通高25，边长38.8cm
铜方壶,中国,湖北博物馆,战国中晚期,"通高80, 最大口宽18.8, 最大腹宽30, 最大底宽22, 冠高29.4cm",青铜器,https://img.cjyun.org/a/10695/202301/dfc878c66cef0a599abc55cafa085cb5.jpeg,http://hbsbwg.cjyun.org/qtq/p/5088.html,战国中晚期（距今约2320年），九连墩1号幕出土，盛酒器，通高80，最大口宽18.8，最大腹宽30，最大底宽22，冠高29.4cm
铜方壶,中国,湖北博物馆,战国中晚期,"通高46.1, 口宽11.8, 腹宽21.8, 底宽13.2cm",青铜器,https://img.cjyun.org/a/10695/202301/dba5611f46b8427d7ffeed2bc317522f.jpeg,http://hbsbwg.cjyun.org/qtq/p/5087.html,战国中晚期（距今约2320年），九连墩1号幕出土，盛酒器，通高46.1，口宽11.8，腹宽21.8，底宽13.2cm
寒公孙爿訁父铜匜,中国,湖北博物馆,春秋,宽14.5cm,青铜器,https://img.cjyun.org/a/10695/202301/16530c61878ea5895ba49c0c8d40da5c.jpeg,http://hbsbwg.cjyun.org/qtq/p/5114.html,春秋，宽14.5cm，1965年枝江百里洲出土
铜敦,中国,湖北博物馆,战国中晚期,口径23cm,青铜器,https://img.cjyun.org/a/10695/202301/9a30e9c5008475696f2f4701ccbba729.jpeg,http://hbsbwg.cjyun.org/qtq/p/5105.html,战国中晚期（距今约2310年），九连墩2号幕出土，盛饭粥器，通31.3，口径23cm
铜敦,中国,湖北博物馆,战国中晚期,"通高26.2, 口径21.2cm",青铜器,https://img.cjyun.org/a/10695/202301/97b17d9fe6fa1783185051becfed832e.jpeg,http://hbsbwg.cjyun.org/qtq/p/5080.html,战国中晚期（距今约2320年），九连墩1号幕出土，盛饭洲器，通高26.2，口径21.2cm
铜鸮杯,中国,湖北博物馆,战国中晚期,"通高16.55, 口径6.4, 底径3.5cm",青铜器,https://img.cjyun.org/a/10695/202301/a20adad1260ed03c45964f5b485a7e10.jpeg,http://hbsbwg.cjyun.org/qtq/p/5099.html,战国中晚期（距今约2320年），九连墩1号幕出土，供饮器，通高16.55，口径6.4，底径3.5cm
错金云纹及错金蟠螭纹器盖,中国,湖北博物馆,战国,"盖高 1.9, 盖径 10.1cm, 盖高 1.5, 盖径 11.1cm",青铜器,https://img.cjyun.org/a/10695/202301/7387d13a23d8c78004fb616de1e27011.jpeg,http://hbsbwg.cjyun.org/qtq/p/5157.html,战国，左盖高 1.9 ，盖径 10.1cm 。右盖高 1.5 ，盖径 11.1cm 。 1986 年荆门包山 2 号墓出土
八叶四花四山纹镜,中国,湖北博物馆,战国,直径14.67cm,青铜器,https://img.cjyun.org/a/10695/202301/2326e26de83da633a132c06b1a1f600b.jpeg,http://hbsbwg.cjyun.org/qtq/p/5152.html,战国，直径14.67cm，1982年江陵九店15号墓出土
戈,中国,湖北博物馆,战国,"长39, 援长20, 胡长32cm",青铜器,https://img.cjyun.org/a/10695/202301/02179c7e807ef40ab68f16f822fd634b.jpeg,http://hbsbwg.cjyun.org/qtq/p/5131.html,战国，长39，援长20，胡长32cm，1975年江陵雨台山416号墓出土
戈,中国,湖北博物馆,战国,"全长21.4, 援长13, 内长8.2, 胡长7.6cm",青铜器,https://img.cjyun.org/a/10695/202301/c43e5181485e82a96f2137451e72d845.jpeg,http://hbsbwg.cjyun.org/qtq/p/5132.html,战国，全长21.4，援长13，内长8.2，胡长7.6cm，1986年江陵望山2号墓出土
豆形铜灯,中国,湖北博物馆,战国,"高19.9, 口径13.8cm",青铜器,https://img.cjyun.org/a/10695/202301/93e58ae79b3fe58ad3c38b5a50e98aab.jpeg,http://hbsbwg.cjyun.org/qtq/p/5149.html,战国，高19.9，口径13.8cm，1986年荆门包山2号墓出土
杖,中国,湖北博物馆,战国,通长155.2cm,青铜器,https://img.cjyun.org/a/10695/202301/a15bf23e4ecf4e9d51b98fd2b8ed6753.jpeg,http://hbsbwg.cjyun.org/qtq/p/5134.html,战国，通长155.2cm，1986年荆门包山2号墓出土
铜箕,中国,湖北博物馆,战国,"高10, 通长29, 口宽28.5cm",青铜器,https://img.cjyun.org/a/10695/202301/75cb40d68072b31b1b431a62c0d0efbb.jpeg,http://hbsbwg.cjyun.org/qtq/p/5124.html,战国，高10，通长29，口宽28.5cm，1986年荆门包山2号墓出土
错银凤纹铜樽,中国,湖北博物馆,战国,"高17.1, 口径24.4, 低径21.5cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/41a65b83012bd132c9a40a10218ebf01.jpeg,http://hbsbwg.cjyun.org/qtq/p/5142.html,战国，高17.1，口径24.4，低径21.5cm，1965年江陵望山2号墓出土
铁足鼎,中国,湖北博物馆,,"高24.1, 口径18.4, 耳距26.5cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/c5f65e9218b267772bd229fad7cff471.jpeg,http://hbsbwg.cjyun.org/qtq/p/6194.html,高24.1，口径18.4，耳距26.5cm，江陵望山M2头81
窃曲纹铜盘,中国,湖北博物馆,,"高16.1, 口径41.3cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/59b757e8e34f97792a45aa69b1fe54e9.jpeg,http://hbsbwg.cjyun.org/qtq/p/6175.html,高16.1，口径41.3cm，京山苏家垅
越王勾践剑,中国,湖北博物馆,春秋晚期,"长55.7厘米, 宽4.6厘米",青铜器,https://img.cjyun.org.cn/a/10695/202404/ce6cc756906ceb0627d0cc2b725dbc88.jpeg,http://hbsbwg.cjyun.org/qtq/p/4689.html,春秋晚期。1965年湖北江陵望山1号墓出土。长55.7厘米，宽4.6厘米。剑身中脊起棱，饰黑色菱形花纹。正面近格处有“越王句践，自作用剑”的鸟篆铭文。剑格正面嵌蓝色琉璃，背面绿松石。
铜锛,中国,湖北博物馆,,"长18.7, 刃宽3.2cm",青铜器,https://img.cjyun.org/a/10695/202301/61aa50c98019392c3c37cb8e37a38c00.jpeg,http://hbsbwg.cjyun.org/qtq/p/5489.html,楼子湾1号墓出土 长18.7、刃宽3.2cm 盘龙城遗址中发现青铜工具和农具有锛、锄、斫、铲、凿等20余种，多数为实用器物。
铜钺,中国,湖北博物馆,,"长41.4, 刃宽26.7cm",青铜器,https://img.cjyun.org/a/10695/202301/1aa8ba9d715376062ed8ecfa197c7d18.jpeg,http://hbsbwg.cjyun.org/qtq/p/5501.html,长41.4、刃宽26.7cm 肩及两侧各饰夔纹。两侧夔纹尾部为蝉纹。钺为砍杀兵器，亦可为刑具。
铜盉,中国,湖北博物馆,,通高36cm,青铜器,https://img.cjyun.org/a/10695/202301/1212dae38546ea205e6e3dece92c8e7e.jpeg,http://hbsbwg.cjyun.org/qtq/p/5495.html,通高36cm 顶部有管状冲天流，流底两边的乳钉与构成兽面。袋足中空，腹部饰饕餮纹，侧面为夔纹。盉盛水以调和酒味浓淡。
铜爵,中国,湖北博物馆,,"通高20.1, 宽16.8cm",青铜器,https://img.cjyun.org/a/10695/202301/8247850740966249d27b3e2ce6805dcd.jpeg,http://hbsbwg.cjyun.org/qtq/p/5503.html,通高20.1、宽16.8cm 伞状柱纽上饰云纹。正面饰饕餮纹、饕餮目似“臣”字，身、足饰卷云纹。
铜爵,中国,湖北博物馆,,"通高21cm, 通高14.4cm, 通高16.8cm",青铜器,https://img.cjyun.org/a/10695/202301/e6b22fefb3a5cad0a9c93ce1d4195e08.jpeg,http://hbsbwg.cjyun.org/qtq/p/5492.html,左：通高21cm 中：通高14.4cm 右：通高16.8cm 左、中爵折腹，器身饰饕餮纹、夔纹。右爵弧腹，器身饰弦纹。
铜尊,中国,湖北博物馆,,"高25, 口径20.8cm",青铜器,https://img.cjyun.org/a/10695/202301/b021475af3f26f6cb59279da4c853545.jpeg,http://hbsbwg.cjyun.org/qtq/p/5521.html,杨家湾7号墓出土 高25、口径20.8cm 该青铜尊为盘龙城遗址晚期器物，纹饰较为细密。肩部饰以凸弦纹、夔纹、联珠纹，腹部饰由三列夔纹组成的凸弦纹。
铜尊,中国,湖北博物馆,,"通高26.9, 口径15.8cm, 通高26, 口径15.8cm",青铜器,https://img.cjyun.org/a/10695/202301/0d5c93b2c4595fa0f164dde73de09941.jpeg,http://hbsbwg.cjyun.org/qtq/p/5506.html,左：通高26.9、口径15.8cm 右：通高26、口径15.8cm 器身饰凸弦纹、饕餮纹、圆圈纹。足部有三个镂孔。
铜尊,中国,湖北博物馆,,"高28, 口径20.8cm",青铜器,https://img.cjyun.org/a/10695/202301/2b10250c075831b4d9cf886793fa845d.jpeg,http://hbsbwg.cjyun.org/qtq/p/5494.html,高28、口径20.8cm 器身饰凸弦纹、饕餮纹，饕餮由云纹构成。足部有三个“凸”字镂孔。
铜尊,中国,湖北博物馆,,"高30.6, 口径16.6cm",青铜器,https://img.cjyun.org/a/10695/202301/97835d9cce8fd5a9c26f14af2b0db22b.jpeg,http://hbsbwg.cjyun.org/qtq/p/5479.html,高30.6、口径16.6cm 器身饰凸弦纹、联珠纹，足部有三个镂孔
铜尊,中国,湖北博物馆,,"通高26.9, 口径15.8cm, 通高26, 口径15.8cm",青铜器,https://img.cjyun.org/a/10695/202301/e595e46f4eebda766b75afa4f12ef147.jpeg,http://hbsbwg.cjyun.org/qtq/p/5477.html,左：通高26.9、口径15.8cm 右：通高26、口径15.8cm 器身饰凸弦纹、饕餮纹、圆圈纹，足部有三个镂孔。
铜鼎,中国,湖北博物馆,战国中晚期,"通高41.8, 口径42.2, 腹径45.2, 两耳间距53cm",青铜器,https://img.cjyun.org/a/10695/202301/5c0129e0d148f8b4cccd3c04aa803b7e.jpeg,http://hbsbwg.cjyun.org/qtq/p/5469.html,战国中晚期（距今约2310年） 九连墩2号墓出土 盛馐（加调料）牲器 通高41.8、口径42.2、腹径45.2、两耳间距53cm
铜鼎,中国,湖北博物馆,,"通高12.8, 口径18.8cm, 通高17.6, 口径11.6cm, 通高35.6, 口径21.4cm",青铜器,https://img.cjyun.org/a/10695/202301/4948fdc9c6545d4ea0d36c48c5cc4f78.jpeg,http://hbsbwg.cjyun.org/qtq/p/5497.html,左：通高12.8、口径18.8cm 中：通高17.6、口径11.6cm 右：通高35.6、口径21.4cm
铜鼎,中国,湖北博物馆,,"复原高85, 口径55cm",青铜器,https://img.cjyun.org/a/10695/202301/d8050a4cce0e5f743cd259f36cb5fb7f.jpeg,http://hbsbwg.cjyun.org/qtq/p/5510.html,复原高85、口径55cm 颈部饕餮纹由细线云纹构成，饕餮目方形凸起。足残，该鼎为目前考古发现商代早期最大青铜圆鼎。
环耳卧牛钮鼎,中国,湖北博物馆,战国,"高16.8, 口径20.8cm",青铜器,https://img.cjyun.org/a/10695/202301/0188763ce63682cebadd1226bac47992.jpeg,http://hbsbwg.cjyun.org/qtq/p/4731.html,战国，高16.8，口径20.8cm，1986年荆门包山2号墓出土。
环耳环钮鼎,中国,湖北博物馆,战国,"高15.1, 口径11cm",青铜器,https://img.cjyun.org/a/10695/202301/1aef6ece22ab4371ba551545a67c1449.jpeg,http://hbsbwg.cjyun.org/qtq/p/4737.html,战国，高15.1，口径11cm，1986年荆门包山2号墓出土。
鼎钩,中国,湖北博物馆,战国,通长28.9cm,青铜器,https://img.cjyun.org/a/10695/202301/4013db3379b522bd7fc5e91ff08e6e95.jpeg,http://hbsbwg.cjyun.org/qtq/p/4720.html,战国，，通长28.9cm，1986年荆门包山2号墓出土。
壶,中国,湖北博物馆,战国,"高37.3, 口径11.5cm",青铜器,https://img.cjyun.org/a/10695/202301/af71da375219342dd4d3c88f0bf09101.jpeg,http://hbsbwg.cjyun.org/qtq/p/4763.html,战国，高37.3口径11.5cm，1965年江陵望山2号墓出土。
长木柄铜匕,中国,湖北博物馆,,"长144, 匕宽14.9cm",青铜器,https://img.cjyun.org/a/10695/202301/e9f25baa94ef59270bcfb3aec3c49c09.jpeg,http://hbsbwg.cjyun.org/qtq/p/4723.html,战国，长144，匕宽14.9cm，1986年荆门包山2号墓出土。
小口鼎,中国,湖北博物馆,战国,"高38, 口径20.8cm",青铜器,https://img.cjyun.org/a/10695/202301/5885d8f7ef20737c112ed6971d29560c.jpeg,http://hbsbwg.cjyun.org/qtq/p/4724.html,战国，高38口径20.8cm，2000年荆州天星观2号墓出土。
子季嬴青簠,中国,湖北博物馆,春秋,"高21.5, 口径30cm",青铜器,https://img.cjyun.org/a/10695/202301/01368ceced0a4a5a44205b273973eed8.jpeg,http://hbsbwg.cjyun.org/qtq/p/4739.html,春秋，高21.5，口径30cm，1972年襄阳山湾出土。
龙形钮铜敦,中国,湖北博物馆,战国,"高26, 口径20.5, 耳距24.8cm",青铜器,https://img.cjyun.org/a/10695/202301/1632ee3201468acd99ca734a9c4a08a3.jpeg,http://hbsbwg.cjyun.org/qtq/p/4756.html,战国，高26，口径20.5，耳距24.8cm，江陵望山2号墓出土。
嵌红铜几何纹龙形足铜敦,中国,湖北博物馆,战国,"高27, 口径21.5cm",青铜器,https://img.cjyun.org/a/10695/202301/770e915b1e584b621b37f3e4225f554a.jpeg,http://hbsbwg.cjyun.org/qtq/p/4753.html,战国，高27口径21.5cm，1973年襄阳蔡坡4号墓出土。
邓公乘鼎,中国,湖北博物馆,春秋,"高26.6, 口径21.4cm",青铜器,https://img.cjyun.org/a/10695/202301/66f620546a9a8c0c02e1203668f2e971.jpeg,http://hbsbwg.cjyun.org/qtq/p/4716.html,春秋，高26.6口径21.4cm，1974年湖北襄阳山湾楚墓出土。
方耳卧牛钮鼎,中国,湖北博物馆,战国,"高28.5, 口径41.5cm",青铜器,https://img.cjyun.org/a/10695/202301/5b69559c693ab4c90d2d756124342a17.jpeg,http://hbsbwg.cjyun.org/qtq/p/4730.html,战国，高28.5，口径41.5cm，1986年荆门包山2号墓出土。
螭钮鼎,中国,湖北博物馆,,"高27.2, 口径41cm",青铜器,https://img.cjyun.org/a/10695/202301/b6fa641494c5ebd9f91da7b3d9f4b40d.jpeg,http://hbsbwg.cjyun.org/qtq/p/4732.html,战国，高27.2，口径41cm，1986年荆门包山2号墓出土。
螭钮鼎,中国,湖北博物馆,战国,"高27.2, 口径41cm",青铜器,https://img.cjyun.org/a/10695/202301/54f34eabd2c66e4b2fa17dc01bb6cd17.jpeg,http://hbsbwg.cjyun.org/qtq/p/4734.html,战国，高27.2，口径41cm，1986年荆门包山2号墓出土。
铜鼎,中国,湖北博物馆,战国中晚期,"通高49, 口径40, 腹径44.8, 两耳间距51cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/27a4cad5bc7c1bd3de3c34cc0f6e25ec.jpeg,http://hbsbwg.cjyun.org/qtq/p/5078.html,战国中晚期（距今约2320年），九连墩1号幕出土，盛羞（加调料）牲鼎，通高49，口径40，腹径44.8，两耳间距51cm
楚屈子赤角簠,中国,湖北博物馆,春秋,"长27.7, 宽20.7cm",青铜器,https://img.cjyun.org/a/10695/202301/d14b1e2c0bf63ac216783d32ece43c3b.jpeg,http://hbsbwg.cjyun.org/qtq/p/4740.html,春秋，长27.7，宽20.7cm，1975年随州鲢鱼嘴出土。
铜雕花钺形刀,中国,湖北博物馆,,"长40.0, 宽10.1cm",青铜器,https://img.cjyun.org/a/10695/202301/9c5d1c6c80dc12e9c70cb58c419cec13.jpeg,http://hbsbwg.cjyun.org/qtq/p/5513.html,长40.0、宽10.1cm 壁薄，器中部镂空龙形纹，龙身作波浪状，龙身上下间饰云纹。器上缘有一个长方形穿，器左右两侧饰反“3”字形扉棱牙。
铜簋,中国,湖北博物馆,,"高17.4, 口径22cm",青铜器,https://img.cjyun.org/a/10695/202301/57cbf4dfb38a381269c6c720a7d5659d.jpeg,http://hbsbwg.cjyun.org/qtq/p/5511.html,高17.4、口径22cm 器身饰饕餮纹、凸弦纹。圈足有三个“十”字镂孔。
铜簋,中国,湖北博物馆,,"高23.8, 口径23.8cm",青铜器,https://img.cjyun.org/a/10695/202301/ac395e3a671ee249fa2d2f6babe18951.jpeg,http://hbsbwg.cjyun.org/qtq/p/5498.html,高23.8、口径23.8cm 器身饰弦纹、饕餮纹。饕餮目方形凸起。足部有三个“凸”字镂孔。
铜簋,中国,湖北博物馆,战国中晚期,"通高25.8, 口径23.8, 座高12.6, 长23.8cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/d0880990f516071adf629b36534974fe.jpeg,http://hbsbwg.cjyun.org/qtq/p/5107.html,战国中晚期（距今约2310年），九连墩2号幕出土，盛谷物器，通高25.8，口径23.8，座高12.6，长23.8cm
铜矛,中国,湖北博物馆,,残长22cm,青铜器,https://img.cjyun.org/a/10695/202301/9eb465bc96c7814da76840828d8224fa.jpeg,http://hbsbwg.cjyun.org/qtq/p/5502.html,残长22cm 双刃做柳叶状，骹做菱形饰以叶脉纹。
铜马,中国,湖北博物馆,战国中晚期,"高24.8, 长37, 宽10cm",青铜器,https://img.cjyun.org/a/10695/202301/6205e95af700ef507f38fe0afb733b18.jpeg,http://hbsbwg.cjyun.org/qtq/p/5472.html,战国中晚期（距今约2310年） 九连墩2号幕出土 玩赏物 高24.8、身长37、宽10cm
人骑骆驼灯,中国,湖北博物馆,战国,"高19.2, 灯盘径8.9cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/643d8f025505737be04df82009b31713.jpeg,http://hbsbwg.cjyun.org/qtq/p/5147.html,战国，高19.2，灯盘径8.9cm，1965年江陵望山2号墓出土
“军司马”方铜印,中国,湖北博物馆,汉,"通高2.3, 长2.3, 宽2.3cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/6e84808f3d32f7221120816415fddf46.jpeg,http://hbsbwg.cjyun.org/qtq/p/5172.html,汉，通高2.3、长2.3、宽2.3cm
“闾丘恭”方铜印,中国,湖北博物馆,汉,"通高1.4, 长1.5, 宽1.5cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/ab125bb4e6d290fd2a25739943eb95f0.jpeg,http://hbsbwg.cjyun.org/qtq/p/5171.html,汉，通高1.4、长1.5、宽1.5cm
七乳七兽镜,中国,湖北博物馆,汉,"直径21.5, 缘厚0.6, 纽高1.4cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/7a18805fe06b9df569739074e276c819.jpeg,http://hbsbwg.cjyun.org/qtq/p/5161.html,汉，直径21.5、缘厚0.6、纽高1.4cm
视金一朱铜钱牌,中国,湖北博物馆,战国,"长9.2, 宽3.1cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/9c941bea7cd21178b462889cabacd5df.jpeg,http://hbsbwg.cjyun.org/qtq/p/5163.html,战国，阳新王英镇蔡家祠窖藏，长9.2、宽3.1cm
蚁鼻钱,中国,湖北博物馆,战国,,青铜器,https://img.cjyun.org.cn/a/10695/202404/893d1a61b13bc037fc3b967a7f57a5c7.jpeg,http://hbsbwg.cjyun.org/qtq/p/5162.html,战国，1963年孝感野猪湖出土
叚氏盘,中国,湖北博物馆,春秋,"高7.2, 口径37.8cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/8c0ceb727c7e984f7cf5eaaed460e9ca.jpeg,http://hbsbwg.cjyun.org/qtq/p/5159.html,春秋，1974年天门李场乡黄家店出土，高7.2、口径37.8cm
日月天王镜,中国,湖北博物馆,汉,"直径14.7, 缘厚0.5, 纽高0.7cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/3aac4a233c6d782dad35404cf614fd32.jpeg,http://hbsbwg.cjyun.org/qtq/p/5160.html,汉，直径14.7、缘厚0.5、纽高0.7cm
铜鬲,中国,湖北博物馆,,"通高25.6, 口径17.2cm",青铜器,https://img.cjyun.org/a/10695/202301/a872f80ebdf8857f8d5868c4bffa4ba8.jpeg,http://hbsbwg.cjyun.org/qtq/p/5496.html,通高25.6、口径17.2cm 颈部饰粗线饰饕餮纹，腹裆部饰双线人字纹。
铜鬲,中国,湖北博物馆,,"通高18, 口径12cm",青铜器,https://img.cjyun.org/a/10695/202301/39630702a0bf9c21549495285d77ac17.jpeg,http://hbsbwg.cjyun.org/qtq/p/5475.html,通高18、口径12cm 颈部饰粗线饕餮纹，腹裆部饰双线人字纹。
铜鬲,中国,湖北博物馆,,"通高17.4, 口径13.2cm",青铜器,https://img.cjyun.org/a/10695/202301/18284f8c0c23280e3ef2c84f6ced966a.jpeg,http://hbsbwg.cjyun.org/qtq/p/5504.html,通高17.4、口径13.2cm 颈部饰细弦夔纹，腹裆部饰凸人字形纹。
铜盘,中国,湖北博物馆,,"高12, 口径27.6cm",青铜器,,http://hbsbwg.cjyun.org/qtq/p/5507.html,高12、口径27.6cm 腹壁上饰凸弦纹。足上有个十字形镂孔。
铜簋,中国,湖北博物馆,,"高17.4, 口径22cm",青铜器,https://img.cjyun.org/a/10695/202301/f87efbbc2b2c3b4248b62e7bf5350c2f.jpeg,http://hbsbwg.cjyun.org/qtq/p/5508.html,高17.4、口径22cm 器身饰弦纹、饕餮纹。足部有三个“十”字镂孔。耳部亦饰饕餮纹。
铜盘,中国,湖北博物馆,,"高36, 口径22cm",青铜器,https://img.cjyun.org/a/10695/202301/30692ee5ca4869473076b11253b63102.jpeg,http://hbsbwg.cjyun.org/qtq/p/5500.html,高36、口径22cm 器身饰饕餮纹、弦纹。圈足上有三个十字形镂孔。盘为承水盘。
铜甗,中国,湖北博物馆,,"高36, 口径22cm",青铜器,https://img.cjyun.org/a/10695/202301/7d422f21cade92ed857f910d11f5234f.jpeg,http://hbsbwg.cjyun.org/qtq/p/5499.html,高36、口径22cm 颈部饰细弦夔纹，三组，每组一夔。腹、裆部饰双线人字纹。甗分上下两部分，上部分为盛饭之甗，底下有箅孔以通蒸汽，下部为煮水之鬲。
铜卣,中国,湖北博物馆,,"通高31, 口径7.2, 底径12.5cm",青铜器,https://img.cjyun.org/a/10695/202301/3bfc007b21ee975a52a060ef531f844d.jpeg,http://hbsbwg.cjyun.org/qtq/p/5505.html,通高31、口径7.2、底径12.5cm 盖顶饰夔纹、联珠纹。器身饰凸弦纹、夔纹、饕餮纹，饕餮纹带上下界以联珠纹。
铜镞,中国,湖北博物馆,,,青铜器,https://img.cjyun.org/a/10695/202301/5f1c6546046a0d3ac8a2d161bb3914ba.jpeg,http://hbsbwg.cjyun.org/qtq/p/5487.html,盘龙城的陈家湾、楼子湾、李家嘴、王家嘴等遗址都发现有青铜镞出土。
铜镞,中国,湖北博物馆,战国,长7cm,青铜器,https://img.cjyun.org.cn/a/10695/202404/62ca1f9531037fe8c93129cf85168fb8.jpeg,http://hbsbwg.cjyun.org/qtq/p/5138.html,战国，长7cm，1965年江陵望山1号墓出土
