artifactName,artifactName1,country,material,material1,library,library1,size,size1,description,description1,moreUrl,imageUrl
Kleiner Teller,Kleiner Teller,中国,"Grauer Ton, olivgrün glasiert",灰色粘土，橄榄绿釉面,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 2,3 x 10 cm","高度x直径：2,3 x 10厘米",[SM8HF],[SM8HF],https://id.smb.museum/object/1907986/kleiner-teller,https://recherche.smb.museum/images/46/4619214_1200x1200.jpg
Flasche,瓶子,中国,"Dunkelgrauer Ton, weiße Engobe, transparent elfenbeinfarben glasiert, feines Craquelé",深灰色调，白色engobe，透明象牙色上釉，精致craquelé,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 22,9 x 12,5 cm",高度x直径：22.9 x 12.5厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1908015/flasche,https://recherche.smb.museum/images/46/4619086_1200x1200.jpg
Schale,规模,中国,Hellgrüner Jade,浅绿色玉石,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 7,2 x 16,2 cm (Öffnung),Objektmaß: 4,5 cm (Abstand zwischen den Füßen)",高度x直径：7.2 x 16.2厘米（开口），物体尺寸：4.5厘米（脚与脚之间的距离）,,,https://id.smb.museum/object/1908091/schale,https://recherche.smb.museum/images/52/5223203_1200x1200.jpg
"Vase, Typ meiping",花瓶，梅花型,中国,"Elfenbeinfarbener Ton, weiße Engobe, gelblich glasiert",象牙色粘土，白色engobe，黄釉,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 25,3 x 17 cm","高度x直径：25,3 x 17厘米",[SM8HF],[SM8HF],https://id.smb.museum/object/1908044/vase-typ-meiping,https://recherche.smb.museum/images/46/4618997_1200x1200.jpg
Schale,规模,中国,"Weißes Porzellan, transparent hellblau glasiert (qingbai)",白瓷，透明淡蓝色釉（青花）,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 5,3 x 19,7 cm",高度x直径：5.3 x 19.7厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1908240/schale,https://recherche.smb.museum/images/46/4618893_1200x1200.jpg
Kanne,进入,中国,"Weißliche Ton, weiße Engobe, cremefarbend glasiert",白色粘土、白色engobe、奶油色釉面,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 14,3 x 13,5 x 11,9 cm",高x宽x深：14.3 x 13.5 x 11.9厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1907753/kanne,https://recherche.smb.museum/images/45/4564381_1200x1200.jpg
Lotosthron mit Totenschädeln,带头骨的莲花王座,中国,"Holz, geschnitzt, vergoldet",木材，雕刻，镀金,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 2,5 x 10 x 4,5 cm,Gewicht: < 0,1 kg",高x宽x深：2.5 x 10 x 4.5 cm，重量：<0.1 kg,[SM8HF],[SM8HF],https://id.smb.museum/object/1926021/lotosthron-mit-totenschadeln,https://recherche.smb.museum/images/58/5845892_1200x1200.jpg
Drachenrobe (jifu),龙袍（吉服）,中国,,,Museum für Asiatische Kunst,亚洲艺术博物馆,Länge x Breite: max.: 143 x 209 cm,长x宽：最大：143 x 209厘米,,,https://id.smb.museum/object/2352799/drachenrobe-jifu,https://recherche.smb.museum/images/54/5469278_1200x1200.jpg
Kerzenhalter,蜡烛架,中国,"Metall, Emaille",金属，搪瓷,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 31 x 14,2 cm,Durchmesser: 11,5 cm (Boden),Gewicht: 1,7 kg",高x直径：31 x 14.2厘米，直径：11.5厘米（底部），重量：1.7公斤,[SM8HF],[SM8HF],https://id.smb.museum/object/1911198/kerzenhalter,https://recherche.smb.museum/images/56/5689912_1200x1200.jpg
Flache Schale,扁平外壳,中国,"Grauer Ton, olivgrün glasiert",灰色粘土，橄榄绿釉面,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 4,4 x 17,5 cm",高x直径：4.4 x 17.5厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1907987/flache-schale,https://recherche.smb.museum/images/46/4619213_1200x1200.jpg
Trinkgefäß,饮用器皿,中国,"Porzellan, auberginefarben glasiert",瓷器，茄子釉,Museum für Asiatische Kunst,亚洲艺术博物馆,"Objektmaß: 10,7 x 6,9 x 12,5 cm,Breite: 3,6 cm (Abstand zwischen den Füßen),Gewicht: 0,1 kg",物体尺寸：10，7 x 6，9 x 12，5厘米，宽度：3，6厘米（脚与脚之间的距离），重量：0.1公斤,[SM8HF],[SM8HF],https://id.smb.museum/object/1908047/trinkgefass,https://recherche.smb.museum/images/56/5689864_1200x1200.jpg
Kanne,进入,中国,"Cremefarbener Ton, weiße Engobe, elfenbeinfarben glasiert",乳白色粘土，象牙色釉面,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 17,4 x 14,8 x 14 cm",高x宽x深：17.4 x 14.8 x 14厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1908017/kanne,https://recherche.smb.museum/images/46/4619024_1200x1200.jpg
Flasche in Flaschenkürbisform,管状瓶子,中国,"Grauer Ton, weiße Engobe, teilweise schwarzbraun glasiert",灰色粘土，白色engobe，部分黑褐色釉面,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 22,2 x 12,3 cm",高x直径：22.2 x 12.3厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1908092/flasche-in-flaschenkurbisform,https://recherche.smb.museum/images/46/4618967_1200x1200.jpg
Handgelenkstütze mit Landschaftsdarstellung,具有横向表现的手腕支撑,中国,"Bambus in liuqing (""das Grün bewahren"")-Technik geschnitzt",柳青竹刻（“保绿”）技法,Museum für Asiatische Kunst,亚洲艺术博物馆,"Objektmaß: 1,7 x 5,7 x 20,6 cm,Gewicht: < 2 kg",物体尺寸：1.7 x 5.7 x 20.6厘米，重量：<2公斤,[SM8HF],[SM8HF],https://id.smb.museum/object/1908469/handgelenkstutze-mit-landschaftsdarstellung,https://recherche.smb.museum/images/45/4541919_1200x1200.jpg
Schale,规模,中国,"Weißes Porzellan, transparent hellblau glasiert (qingbai)",白瓷，透明淡蓝色釉（青花）,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 6,1 x 18,8 cm",高x直径：6.1 x 18.8厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1908241/schale,https://recherche.smb.museum/images/46/4618892_1200x1200.jpg
Krug,圆圈,中国,"Cremeweißer Ton, bernsteinfarben, grün und transparent glasiert (sancai)",乳白色粘土，琥珀色，绿色透明釉（三彩）,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 16,5 x 13 x 11 cm",高x宽x深：16.5 x 13 x 11厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1907828/krug,https://recherche.smb.museum/images/45/4564421_1200x1200.jpg
"Topf mit Bandhenkeln, Typ zhong",带柄钟壶,中国,"Hellbrauner feinkörniger Ton, teilweise olivgrün glasiert",浅棕色细粒粘土，部分为橄榄绿釉面,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 28,7 x 21 x 19,7 cm",高x宽x深：28.7 x 21 x 19.7厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1907607/topf-mit-bandhenkeln-typ-zhong,https://recherche.smb.museum/images/45/4564295_1200x1200.jpg
"Topf, Typ zhadou",锅，香锅,中国,"Grauer Ton, blass gelbgrün glasiert",灰色粘土，浅黄绿色釉面,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 8,8 x 15,9 cm,Gewicht: < 2 kg",身高x直径：8.8 x 15.9厘米，重量：<2公斤,[SM8HF],[SM8HF],https://id.smb.museum/object/1907856/topf-typ-zhadou,https://recherche.smb.museum/images/45/4564497_1200x1200.jpg
Kleiner Topf,小锅,中国,"Graues Protoporzellan, olivgün glasiert",灰色原瓷，上釉橄榄,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 3,2 x 7,2 x 6,9 cm",高x宽x深：3.2 x 7.2 x 6.9厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1907511/kleiner-topf,https://recherche.smb.museum/images/45/4564265_1200x1200.jpg
Kleiner Teller,Kleiner Teller,中国,"Porzellan, Grisaille-Malerei, Gold",瓷器、灰色绘画、金色,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 2,3 x 13,7 cm,Gewicht: 70 g","身高x直径：2,3 x 13.7厘米，重量：70克",[SM8HF],[SM8HF],https://id.smb.museum/object/1904809/kleiner-teller,https://recherche.smb.museum/images/46/4615565_1200x1200.jpg
Tanguten am Kukunor (Qinghai-) See,Kukunor的Tanguten（青海）,中国,Präsentationsform: auf Pappe kaschiert,演示形式：层压在纸板上,Ethnologisches Museum,民族博物馆,"Bildformat (Foto): 9,8 x 13,9 cm","图像格式（照片）：9,8 x 13,9厘米",,,https://id.smb.museum/object/1485343/tanguten-am-kukunor-qinghai--see,https://recherche.smb.museum/images/28/2868754_1200x1200.jpg
Bauchige Vase,肚皮花瓶,中国,"Porzellan, farbig bemalt, glasiert",瓷器，彩色涂漆，上釉,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 34,2 x 21 cm",高度x直径：34.2 x 21厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1911436/bauchige-vase,https://recherche.smb.museum/images/54/5402349_1200x1200.jpg
Schale,规模,中国,"Porzellan, grün glasiert",瓷器，釉绿色,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 5,9 x 11,2 cm,Durchmesser: 4,1 cm (Boden),Gewicht: 0,1 kg",高x直径：5.9 x 11.2厘米，直径：4.1厘米（底部），重量：0.1公斤,,,https://id.smb.museum/object/1911086/schale,https://recherche.smb.museum/images/56/5689844_1200x1200.jpg
Teeschale,风格,中国,"Ton, cremefarben glasiert",奶油色粘土,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 4,3 x 14,3 cm,Gewicht: < 2 kg",身高x直径：4.3 x 14.3厘米，重量：<2公斤,[SM8HF],[SM8HF],https://id.smb.museum/object/1907762/teeschale,https://recherche.smb.museum/images/45/4564383_1200x1200.jpg
Torso eines Bodhisattva,Torso eines菩萨,中国,"Holz, geschnitzt, bemalt und vergoldet",木雕、雕刻、彩绘和镀金,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 9,2 x 4,5 x 3 cm,Höhe x Breite x Tiefe: 15,7 x 6 x 5,9 cm (mit Sockel),Sockel: 6,2 x 6 x 6 cm,Gewicht: 0,15 kg (mit Sockel)",高x宽x深：9.2 x 4.5 x 3 cm，高x宽×深：15.7 x 6 x 5.9 cm（带底座），底座：6.2 x 6 x 6 cm，重量：0.15 kg（带底座,[SM8HF],[SM8HF],https://id.smb.museum/object/1926023/torso-eines-bodhisattva,https://recherche.smb.museum/images/58/5845336_1200x1200.jpg
Apothekenschrank mit Verkaufstisch,带销售台的药柜,中国,Holz; Glas; Messing,木材玻璃黄铜,Ethnologisches Museum,民族博物馆,"Objektmaß: Schrankwand 245,5 x 339,5 x 39 cm,Gewicht: geschätzt ca. 275 kg,Objektmaß: Verkaufstisch 115 x 270 x 45 cm,Gewicht: Verkaufstisch geschätzt ca. 75 kg","物体尺寸：橱柜壁245,5 x 339,5 x 39 cm，重量：估计约275 kg，物体尺寸：销售台115 x 270 x 45 cm，重量；销售台估计约75 kg",Die 9 Teile der Schrankwand und der Verkaufstisch zur Chinesischen Apotheke.,这9个部分的橱柜墙和售货台给了中药房。,https://id.smb.museum/object/1921914/apothekenschrank-mit-verkaufstisch,https://recherche.smb.museum/images/46/4609679_1200x1200.jpg
Räucherkessel,焚香锅炉,中国,"Metall, Emaille",金属，搪瓷,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 29,5 x 26,5 x 21 cm,Gewicht: 2,8 kg",高x宽x深：29.5 x 26.5 x 21厘米，重量：2.8公斤,[SM8HF],[SM8HF],https://id.smb.museum/object/1911203/raucherkessel,https://recherche.smb.museum/images/56/5689913_1200x1200.jpg
Vase,花瓶,中国,Hellgrüner Jade,浅绿色玉石,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 15,3 x 8,6 x 4,2 cm (Öffnung),Breite x Tiefe: 8,3 x 3,1 cm (Boden)",高x宽x深：15.3 x 8.6 x 4.2厘米（开口），宽x深8.3 x 3.1厘米（底部）,[SM8HF],[SM8HF],https://id.smb.museum/object/1908094/vase,https://recherche.smb.museum/images/52/5223205_1200x1200.jpg
Teller,Teller,中国,"Ton, olivgrün glasiert",粘土，橄榄绿釉面,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 4,5 x 19,4 cm",高度x直径：4.5 x 19.4厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1907988/teller,https://recherche.smb.museum/images/46/4619212_1200x1200.jpg
Kanne,进入,中国,"Rotbrauner Ton, weiße Engobe, transparent hellgrün glasiert, Sgrafitto-Dekor",红棕色粘土，白色engobe，透明浅绿色釉面，sgrafito装饰,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 17,5 x 15 x 13,5 cm",高x宽x深：17.5 x 15 x 13.5厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1908019/kanne,https://recherche.smb.museum/images/46/4619022_1200x1200.jpg
Topf,锅,中国,"Grauer Ton,  Engobe, tranparent olivgrün glasiert",灰色粘土，engobe，透明橄榄绿釉面,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 10 x 14,5 cm",高度x直径：10 x 14.5厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1908049/topf,https://recherche.smb.museum/images/46/4618995_1200x1200.jpg
Blütenförmige Deckeldose,花形盖盒,中国,"Weißer Ton, transparent hellblau glasiert (qingbai)",白色粘土，透明淡蓝色釉面（青白）,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 5,8 x 8 cm,Gewicht: < 2 kg",高度x直径：5.8 x 8 cm，重量：<2 kg,[SM8HF],[SM8HF],https://id.smb.museum/object/1908242/blutenformige-deckeldose,https://recherche.smb.museum/images/46/4618891_1200x1200.jpg
"Blumenkübel, Typ Junyao",花盆，均瑶型,中国,Brauner Ton mit weiß-bläulicher Glasur,带白色蓝釉的棕色粘土,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 17,2 x 25,8 x 24,9 cm,Gewicht: 2,1 kg",高x宽x深：17.2 x 25.8 x 24.9厘米，重量：2.1公斤,[SM8HF],[SM8HF],https://id.smb.museum/object/1910316/blumenkubel-typ-junyao,https://recherche.smb.museum/images/46/4617599_1200x1200.jpg
Keilblock (Siegelschneidegerät),楔块（密封刀具）,中国,Holz; Speckstein,木材肥皂石,Ethnologisches Museum,民族博物馆,"Objektmaß: 6,3 x 6,7 x 10,7 cm","物体尺寸：6,3 x 6,7 x 10.7厘米",,,https://id.smb.museum/object/1911459/keilblock-siegelschneidegerat,https://recherche.smb.museum/images/45/4558917_1200x1200.jpg
Schale,规模,中国,"Porzellan, bemalt",瓷器，涂漆,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 6,6 x 15,3 cm,Durchmesser: 5,9 cm (Boden),Gewicht: 0,2 kg",高x直径：6.6 x 15.3厘米，直径：5.9厘米（底部），重量：0.2公斤,[SM8HF],[SM8HF],https://id.smb.museum/object/1911099/schale,https://recherche.smb.museum/images/49/4975972_1200x1200.jpg
Henkeltopf,把手壶,中国,"Weißer Ton, weiße Engobe, cremefarben glasiert",白色粘土、白色engobe、奶油色釉面,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 9,5 x 13,5 x 13 cm",高x宽x深：9.5 x 13.5 x 13厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1907764/henkeltopf,https://recherche.smb.museum/images/45/4564385_1200x1200.jpg
1000 Buddhas Fragment,千佛碎片,中国,"Holz, geschnitzt",木材，雕刻,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 7 x 2,7 x 0,5 cm,Höhe x Breite x Tiefe: 8,3 x 3,6 x 2,8 cm (mit Sockel),Gewicht: 2,4 g (ohne Sockel),Sockel: 5,5 x 2,6 x 3 cm",高x宽x深：7 x 2.7 x 0.5 cm，高x宽×深：8.3 x 3.6 x 2.8 cm（带底座），重量：2.4 g（无底座），插座：5.5 x 2.6 x 3 cm,[SM8HF],[SM8HF],https://id.smb.museum/object/1926025/1000-buddhas-fragment,https://recherche.smb.museum/images/58/5845330_1200x1200.jpg
Großer Devata-kopf,大Devata头,中国,Luftgetrockneter Lehm mit Resten von Malschicht,带有油漆层残留物的风干粘土,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 35 x 20 x 23 cm,Sockel: 14 x 12 x 12 cm,Höhe x Breite x Tiefe: 49 x 20 x 23 cm (mit Sockel),Gewicht: 9,8 kg (mit Sockel)",高x宽x深：35 x 20 x 23 cm，底座：14 x 12 x 12 cm，高x宽×深：49 x 20 x 23cm（带底座），重量：9.8 kg（带底座,[SM8HF],[SM8HF],https://id.smb.museum/object/1923673/grosser-devata-kopf,https://recherche.smb.museum/images/58/5840537_1200x1200.jpg
Teller,Teller,中国,"Metall, Emaille",金属，搪瓷,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 4,2 x 22,4 cm (Öffnung),Durchmesser: 14,2 cm (Boden)",高x直径：4.2 x 22.4厘米（开口），直径：14.2厘米（底部）,[SM8HF],[SM8HF],https://id.smb.museum/object/1911212/teller,https://recherche.smb.museum/images/56/5689914_1200x1200.jpg
Flache Schale,扁平外壳,中国,"Weißer Ton, gelbolivgrün glasiert",白色粘土，黄绿色釉面,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 3,8 x 13,7 cm",高x直径：3.8 x 13.7厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1907989/flache-schale,https://recherche.smb.museum/images/46/4619211_1200x1200.jpg
Vase mit zwei Henkeln,双柄花瓶,中国,"Porzellan, Blaumalerei, glasiert",瓷器，蓝色绘画，上釉,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 47,5 x 25 cm,Durchmesser: 19 cm (Öffnung),Durchmesser: 16 cm (Boden),Gewicht: 5,5 kg",高x直径：47.5 x 25厘米，直径：19厘米（开口），直径：16厘米（底部），重量：5.5公斤,[SM8HF],[SM8HF],https://id.smb.museum/object/1908050/vase-mit-zwei-henkeln,https://recherche.smb.museum/images/56/5689857_1200x1200.jpg
Kanne,进入,中国,"Ton, weiße Engobe, transparent glasiert",粘土，白色，透明釉面,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 18,5 x 15,7 x 13,7 cm",高x宽x深：18.5 x 15.7 x 13.7厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1908020/kanne,https://recherche.smb.museum/images/46/4619020_1200x1200.jpg
Topf,锅,中国,"Gelbbrauner Ton, opak braun glasiert",黄棕色粘土，不透明的棕色釉面,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 14,5 x 20,8 cm",高x直径：14.5 x 20.8厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1908095/topf,https://recherche.smb.museum/images/46/4618959_1200x1200.jpg
Blütenförmige Schale,花形外壳,中国,"Weißer Ton, transparent hellblau glasiert (qingbai)",白色粘土，透明淡蓝色釉面（青白）,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 5,4 x 9,8 cm,Gewicht: < 2 kg",身高x直径：5.4 x 9.8厘米，重量：<2公斤,[SM8HF],[SM8HF],https://id.smb.museum/object/1908243/blutenformige-schale,https://recherche.smb.museum/images/46/4618890_1200x1200.jpg
Topf mit Lotosblattdeckel,荷叶盖壶,中国,"Grauweißer Ton, Seladonglasur, braunschwarze Eisenflecken",灰白色粘土，青瓷釉，褐黑色铁斑点,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 6,7 x 6,9 cm,Höhe x Durchmesser: 5,3 x 6,9 cm (Gefäß),Höhe x Durchmesser: 2,1 x 6,6 cm (Deckel),Gewicht: 0,2 kg",高x直径：6.7 x 6.9厘米，高x直径，5.3 x 6.9厘米（容器），高x径，2.1 x 6.6厘米（盖子），重量：0.2公斤,[SM8HF],[SM8HF],https://id.smb.museum/object/1910339/topf-mit-lotosblattdeckel,https://recherche.smb.museum/images/46/4617544_1200x1200.jpg
Deckeldose,盖箱,中国,"Heller gelbrauner Ton, bernsteinfarben glasiert, grüne Glasurtupfen (sancai)",浅黄褐色调，琥珀色釉，绿色釉点（三彩）,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 9,2 x 9,3 cm",高x直径：9.2 x 9.3厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1907830/deckeldose,https://recherche.smb.museum/images/45/4564424_1200x1200.jpg
Fußschale,脚部外壳,中国,"Gelblich-graubraunes Protoporzellan, dunkelgrün glasiert",黄灰褐色原瓷，墨绿色上釉,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe: 16,4 cm,Durchmesser: ca. 17 cm",高度：16.4厘米，直径：约17厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1907516/fussschale,https://recherche.smb.museum/images/45/4564267_1200x1200.jpg
Kännchen,感觉,中国,"Porzellan, Grisaille-Malerei, Schmelzfarben, Gold",瓷器，灰色绘画，熔化的颜色，黄金,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 11,5 x 10,3 x 15,8 cm (a+b, Kanne mit Deckel),Höhe x Breite x Tiefe: 8 x 10,3 x 15,8 cm (a, Kanne),Höhe x Durchmesser: 3,8 x 6,7 cm (b, Deckel),Gewicht: 324 g",高x宽x深：11.5 x 10.3 x 15.8厘米（a+b，带盖的锅），高x宽×深：8 x 10.3 x 158cm（a，锅），高度x直径：3.8 x 6.7厘米（b，盖），重量：324克,[SM8HF],[SM8HF],https://id.smb.museum/object/1904814/kannchen,https://recherche.smb.museum/images/46/4615663_1200x1200.jpg
